"SamAccountName","ComputerName","ComputerCreationDate","ComputerChanged","LastBadPasswordAttempt","PasswordExpired","PasswordLastSet","PasswordNeverExpires","PasswordNotRequired","DistinguishedName"
"H73310$","H73310","6/24/2019 11:09:26 AM","10/27/2021 2:37:20 PM",,"False","1/8/2020 2:38:38 PM","False","False","CN=H73310,OU=10-27-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOP8FDE$","HSSOP8FDE","6/24/2019 10:10:43 AM","11/16/2021 8:49:41 AM",,"False","10/29/2021 7:55:46 AM","False","False","CN=HSSOP8FDE,OU=SOP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMICRO0F11$","HSMICRO0F11","6/24/2019 3:22:31 PM","11/19/2021 11:41:08 PM",,"False","11/14/2021 10:04:59 AM","False","False","CN=HSMICRO0F11,OU=General,OU=Microbiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMICRO161F$","HSMICRO161F","6/25/2019 8:21:04 AM","11/15/2021 1:19:59 PM",,"False","11/4/2021 7:18:10 PM","False","False","CN=HSMICRO161F,OU=Microbiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMICRO17A2$","HSMICRO17A2","6/25/2019 10:07:13 AM","11/15/2021 7:51:03 AM",,"False","11/2/2021 6:26:11 AM","False","False","CN=HSMICRO17A2,OU=Microbiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBMEDLPE7BD$","HSBMEDLPE7BD","6/25/2019 10:02:27 AM","11/15/2021 3:18:12 PM",,"False","11/15/2021 3:17:45 PM","False","False","CN=HSBMEDLPE7BD,OU=Behavioral Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBMEDLPE817$","HSBMEDLPE817","6/24/2019 4:43:47 PM","6/28/2021 3:00:33 PM",,"False","6/28/2021 3:00:33 PM","False","False","CN=HSBMEDLPE817,OU=Behavioral Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MBRYULABD5AF$","MBRYULABD5AF","11/16/2017 10:13:40 AM","10/13/2021 10:51:45 AM",,"False","6/25/2019 11:55:39 AM","False","False","CN=MBRYULABD5AF,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBMEDLPDE7B$","HSBMEDLPDE7B","6/25/2019 11:43:19 AM","5/26/2021 12:11:23 PM",,"False","5/6/2021 2:59:11 PM","False","False","CN=HSBMEDLPDE7B,OU=Behavioral Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVU7GT5N22$","CWVU7GT5N22","10/15/2014 1:16:43 PM","11/12/2021 8:45:14 AM",,"False","10/30/2021 1:08:52 PM","False","False","CN=CWVU7GT5N22,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVU42PK942$","CWVU42PK942","2/25/2015 8:51:43 AM","11/16/2021 4:13:55 AM",,"False","11/5/2021 1:50:50 AM","False","False","CN=CWVU42PK942,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H73323$","H73323","6/25/2019 12:52:20 PM","11/18/2021 4:13:22 AM","11/23/2020 8:00:57 PM","False","11/10/2021 8:55:40 AM","False","False","CN=H73323,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H73325$","H73325","6/25/2019 12:50:22 PM","11/11/2021 11:14:21 PM",,"False","11/3/2021 4:28:58 PM","False","False","CN=H73325,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPALMA1991$","HSPALMA1991","6/25/2019 12:15:50 PM","9/3/2020 6:44:06 AM","8/12/2020 10:35:14 AM","False","8/12/2020 10:35:14 AM","False","False","CN=HSPALMA1991,OU=Pathology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCED8471$","HSCED8471","6/25/2019 3:46:20 PM","10/13/2021 10:45:08 AM",,"False","6/25/2019 3:46:20 PM","False","False","CN=HSCED8471,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H73318$","H73318","6/25/2019 4:24:05 PM","11/15/2021 2:02:23 PM",,"False","11/2/2021 12:00:16 PM","False","False","CN=H73318,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H73315$","H73315","6/25/2019 4:24:17 PM","9/23/2021 2:49:49 PM","8/30/2019 11:15:28 AM","False","9/23/2021 2:49:47 PM","False","False","CN=H73315,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H73322$","H73322","6/25/2019 4:24:07 PM","11/13/2021 1:18:12 AM",,"False","11/3/2021 9:53:59 AM","False","False","CN=H73322,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H73330$","H73330","6/25/2019 4:24:09 PM","11/19/2021 2:17:22 AM",,"False","10/22/2021 4:27:52 PM","False","False","CN=H73330,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCEDC034$","HSCEDC034","6/25/2019 3:42:14 PM","11/15/2021 9:10:17 AM",,"False","11/1/2021 8:19:30 PM","False","False","CN=HSCEDC034,OU=CED,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSRNI4383$","HSRNI4383","6/24/2019 4:22:26 PM","11/15/2021 7:49:39 AM",,"False","11/10/2021 10:12:08 AM","False","False","CN=HSRNI4383,OU=BRNI,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSOBGYN0804$","HSOBGYN0804","1/5/2015 3:21:40 PM","7/20/2020 3:26:21 PM",,"False","7/20/2020 3:26:21 PM","False","False","CN=HSOBGYN0804,OU=OBGYN,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ITSWEB-CONF1$","ITSWEB-CONF1","2/11/2016 4:10:29 PM","11/17/2021 1:53:31 AM",,"False","10/30/2021 5:35:50 AM","False","False","CN=ITSWEB-CONF1,OU=WebDB,OU=ITS,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H72829$","H72829","6/26/2019 11:02:44 AM","10/13/2021 10:44:11 AM",,"False","6/26/2019 11:02:44 AM","False","False","CN=H72829,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPALM286DB$","HSPALM286DB","6/26/2019 11:20:28 AM","11/21/2021 12:17:41 PM",,"False","11/21/2021 12:17:41 PM","False","False","CN=HSPALM286DB,OU=Pathology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSONB179$","HSSONB179","6/26/2019 3:11:16 PM","2/21/2020 6:45:47 PM",,"False","2/21/2020 9:26:15 AM","False","False","CN=HSSONB179,OU=SON,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CITLAPTOP$","CITLAPTOP","11/17/2016 11:43:10 AM","5/18/2020 10:20:03 AM",,"False","6/7/2019 2:59:26 PM","False","False","CN=CITLAPTOP,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MDTV-PODCAST$","MDTV-PODCAST","6/27/2019 10:30:07 AM","11/19/2021 4:54:24 PM","11/9/2021 12:22:43 PM","False","11/9/2021 12:22:43 PM","False","False","CN=MDTV-PODCAST,OU=MDTV,OU=ITS,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H73428$","H73428","6/27/2019 11:21:47 AM","3/24/2021 2:16:43 PM",,"False","3/24/2021 2:16:36 PM","False","False","CN=H73428,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H72660$","H72660","6/27/2019 11:54:22 AM","11/15/2021 5:07:16 AM",,"False","11/4/2021 1:55:41 PM","False","False","CN=H72660,OU=Surgery,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H72229$","H72229","6/27/2019 11:10:29 AM","11/12/2021 1:35:43 AM",,"False","11/4/2021 9:46:34 AM","False","False","CN=H72229,OU=OBGYN,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSFACE692$","HSFACE692","1/15/2013 8:24:58 AM","10/13/2021 10:46:21 AM",,"False","6/17/2019 9:44:33 PM","False","False","CN=HSFACE692,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H73296$","H73296","6/28/2019 10:36:22 AM","11/15/2021 11:14:37 AM",,"False","11/9/2021 1:56:37 AM","False","False","CN=H73296,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H73320$","H73320","6/28/2019 10:37:27 AM","11/17/2021 11:28:57 AM","3/10/2020 7:55:04 AM","False","10/31/2021 8:44:30 AM","False","False","CN=H73320,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H73331$","H73331","6/28/2019 10:36:52 AM","11/15/2021 4:14:42 AM",,"False","10/22/2021 10:54:39 AM","False","False","CN=H73331,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H73324$","H73324","6/28/2019 10:35:57 AM","11/14/2021 12:53:39 AM",,"False","11/3/2021 2:06:05 AM","False","False","CN=H73324,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSON4B05$","HSSON4B05","6/28/2019 2:19:43 PM","11/18/2021 7:55:27 AM",,"False","11/8/2021 7:48:15 AM","False","False","CN=HSSON4B05,OU=SON,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSHPERF7E47$","HSHPERF7E47","9/10/2014 10:44:51 AM","10/13/2021 10:46:36 AM",,"False","6/10/2019 5:13:04 AM","False","False","CN=HSHPERF7E47,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H73420$","H73420","7/1/2019 10:35:21 AM","11/21/2021 10:22:27 AM",,"False","11/20/2021 10:59:27 PM","False","False","CN=H73420,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H73418$","H73418","7/1/2019 10:36:47 AM","11/18/2021 12:26:54 PM","4/15/2021 11:38:06 AM","False","11/18/2021 9:08:56 AM","False","False","CN=H73418,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H73225$","H73225","7/1/2019 10:36:56 AM","11/21/2021 2:22:17 AM",,"False","11/5/2021 8:50:14 AM","False","False","CN=H73225,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H73421$","H73421","7/1/2019 10:35:59 AM","11/19/2021 8:11:44 PM",,"False","11/6/2021 2:16:12 PM","False","False","CN=H73421,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H73416$","H73416","7/1/2019 10:35:41 AM","11/13/2021 9:35:23 PM",,"False","11/7/2021 1:12:52 PM","False","False","CN=H73416,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H73417$","H73417","7/1/2019 10:36:51 AM","11/13/2021 7:56:20 PM",,"False","11/11/2021 12:40:48 AM","False","False","CN=H73417,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H73419$","H73419","7/1/2019 10:36:38 AM","11/19/2021 9:25:47 PM",,"False","11/9/2021 2:59:22 PM","False","False","CN=H73419,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBMEDLP707A$","HSBMEDLP707A","5/13/2019 1:33:53 PM","11/11/2021 11:06:42 AM","8/14/2020 12:49:22 PM","False","11/11/2021 11:04:24 AM","False","False","CN=HSBMEDLP707A,OU=Behavioral Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H73422$","H73422","7/1/2019 2:00:46 PM","11/18/2021 10:01:53 PM",,"False","11/9/2021 11:26:37 AM","False","False","CN=H73422,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H73249$","H73249","7/1/2019 2:01:40 PM","8/28/2020 2:41:46 PM","8/12/2020 10:37:50 AM","False","8/12/2020 10:38:20 AM","False","False","CN=H73249,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H73250$","H73250","7/1/2019 2:02:46 PM","11/17/2021 4:12:18 AM",,"False","11/3/2021 12:41:10 PM","False","False","CN=H73250,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H73395$","H73395","7/1/2019 2:03:36 PM","11/14/2021 7:07:43 PM",,"False","10/25/2021 7:10:39 AM","False","False","CN=H73395,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H73251$","H73251","7/1/2019 2:04:11 PM","11/19/2021 12:11:56 PM",,"False","11/2/2021 3:00:31 PM","False","False","CN=H73251,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVUC7TTR22$","CWVUC7TTR22","2/25/2015 11:30:02 AM","11/17/2021 1:13:14 PM",,"False","11/6/2021 4:48:59 PM","False","False","CN=CWVUC7TTR22,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPH0001014$","HSSPH0001014","6/21/2019 12:22:29 PM","4/27/2021 5:27:59 PM",,"False","3/25/2021 12:30:31 PM","False","False","CN=HSSPH0001014,OU=HPML,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMICRO5B1C$","HSMICRO5B1C","6/12/2018 4:07:17 PM","10/13/2021 10:47:40 AM",,"False","7/2/2019 9:31:41 AM","False","False","CN=HSMICRO5B1C,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H55863$","H55863","7/2/2019 1:34:14 PM","10/13/2021 10:44:11 AM",,"False","7/2/2019 1:34:14 PM","False","False","CN=H55863,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H56418$","H56418","7/2/2019 1:33:21 PM","9/26/2021 1:43:02 PM",,"False","9/7/2021 5:12:26 AM","False","False","CN=H56418,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H55607$","H55607","7/2/2019 1:25:48 PM","11/15/2021 9:15:29 PM",,"False","11/15/2021 9:15:29 PM","False","False","CN=H55607,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H55853$","H55853","7/2/2019 2:52:26 PM","11/20/2021 1:48:23 PM",,"False","11/18/2021 1:41:14 PM","False","False","CN=H55853,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSFACIL7D18$","HSFACIL7D18","7/2/2019 3:41:25 PM","11/18/2021 5:57:42 AM","12/6/2020 7:12:48 PM","False","11/8/2021 9:37:57 PM","False","False","CN=HSFACIL7D18,OU=Facilities,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPALMEEDBA$","HSPALMEEDBA","7/2/2019 12:22:19 PM","11/21/2021 9:37:15 AM",,"False","10/24/2021 10:23:27 AM","False","False","CN=HSPALMEEDBA,OU=Pathology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H52842$","H52842","7/3/2019 8:08:56 AM","11/17/2021 5:20:47 AM",,"False","11/7/2021 1:15:11 PM","False","False","CN=H52842,OU=Behavioral Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPH0001015$","HSSPH0001015","7/3/2019 3:14:33 PM","11/10/2021 3:09:21 PM",,"False","10/29/2021 8:19:18 AM","False","False","CN=HSSPH0001015,OU=HAFFS,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSITSAA73$","HSITSAA73","7/3/2019 3:39:30 PM","11/20/2021 3:05:45 AM",,"False","11/10/2021 4:44:41 PM","False","False","CN=HSITSAA73,OU=ITS,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVUG7XV8Y1$","CWVUG7XV8Y1","8/27/2013 3:35:31 PM","10/13/2021 10:43:06 AM",,"False","7/1/2019 1:29:12 AM","False","False","CN=CWVUG7XV8Y1,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ITSWEB-HVSYS$","ITSWEB-HVSYS","11/27/2017 2:07:41 PM","11/21/2021 9:59:49 AM",,"False","11/8/2021 5:31:41 AM","False","False","CN=ITSWEB-HVSYS,OU=ITS Web Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVUD6XGLS1$","CWVUD6XGLS1","3/29/2012 1:38:57 PM","10/13/2021 10:43:06 AM",,"False","6/25/2019 7:12:22 PM","False","False","CN=CWVUD6XGLS1,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"WVUCIGUOLABA0C2$","WVUCIGUOLABA0C2","6/19/2013 3:56:48 PM","11/17/2020 6:39:20 PM",,"False","11/17/2020 6:35:59 PM","False","False","CN=WVUCIGUOLABA0C2,OU=MBRCC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"RAD980WHQ1$","RAD980WHQ1","4/7/2014 11:26:37 AM","10/13/2021 10:52:31 AM",,"False","6/18/2019 10:49:05 PM","False","False","CN=RAD980WHQ1,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCEDE17A$","HSCEDE17A","7/8/2019 12:48:29 PM","10/13/2021 10:45:08 AM",,"False","7/8/2019 12:48:29 PM","False","False","CN=HSCEDE17A,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPHC371$","HSSPHC371","9/12/2018 1:47:35 PM","10/19/2021 12:04:37 PM",,"False","10/19/2021 11:44:48 AM","False","False","CN=HSSPHC371,OU=COA,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPHC357$","HSSPHC357","11/14/2018 1:45:08 PM","10/22/2021 1:26:27 PM",,"False","10/22/2021 1:26:08 PM","False","True","CN=HSSPHC357,OU=COA,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPHC369$","HSSPHC369","9/12/2018 2:06:01 PM","10/19/2021 11:54:27 AM","3/2/2020 9:00:56 AM","False","10/19/2021 11:54:27 AM","False","False","CN=HSSPHC369,OU=COA,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"OT0003-PC$","OT0003-PC","3/10/2016 10:07:29 AM","10/13/2021 10:52:10 AM",,"False","7/9/2019 8:19:05 AM","False","False","CN=OT0003-PC,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSOLARA12F$","HSOLARA12F","7/9/2019 8:46:45 AM","11/17/2021 12:10:37 PM","11/30/2019 5:20:25 PM","False","10/30/2021 1:17:18 AM","False","False","CN=HSOLARA12F,OU=Animal Quarters,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MBRCPC13$","MBRCPC13","2/2/2016 11:19:55 AM","10/6/2021 11:12:59 AM","4/29/2021 2:15:11 PM","False","10/6/2021 11:12:59 AM","False","False","CN=MBRCPC13,OU=MBRCC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPHC374$","HSSPHC374","9/12/2018 12:43:37 PM","10/19/2021 12:04:54 PM","8/2/2019 7:57:58 AM","False","10/19/2021 11:47:01 AM","False","False","CN=HSSPHC374,OU=COA,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSOLARAF03$","HSOLARAF03","7/8/2019 9:34:15 AM","11/13/2021 7:03:24 PM",,"False","11/13/2021 11:02:58 AM","False","False","CN=HSOLARAF03,OU=Animal Quarters,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSTEPS0385$","HSSTEPS0385","12/29/2017 3:41:22 PM","11/20/2021 7:30:51 AM",,"False","11/13/2021 5:12:22 AM","False","False","CN=HSSTEPS0385,OU=SIM Control Rooms,OU=WVSTEP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPALM887D4Z$","HSPALM887D4Z","7/9/2019 1:23:52 PM","9/3/2020 8:26:09 AM",,"False","1/16/2020 1:45:51 PM","False","False","CN=HSPALM887D4Z,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPEDSD01C$","HSPEDSD01C","7/10/2019 8:48:48 AM","11/18/2021 4:51:20 PM",,"False","11/17/2021 8:27:26 AM","False","False","CN=HSPEDSD01C,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSOBGYN8281$","HSOBGYN8281","7/10/2019 2:30:18 PM","10/13/2021 10:47:55 AM",,"False","7/10/2019 2:30:18 PM","False","False","CN=HSOBGYN8281,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVU8ZH4CK1$","CWVU8ZH4CK1","3/24/2014 11:59:49 AM","10/13/2021 10:42:51 AM",,"False","6/19/2019 1:46:49 PM","False","False","CN=CWVU8ZH4CK1,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H57436$","H57436","7/11/2019 8:58:58 AM","10/13/2021 10:44:11 AM",,"False","7/11/2019 8:58:58 AM","False","False","CN=H57436,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPH0001010$","HSSPH0001010","6/20/2019 10:36:44 AM","11/18/2021 7:22:49 AM",,"False","11/3/2021 9:51:15 AM","False","False","CN=HSSPH0001010,OU=COA,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPALM44CC9$","HSPALM44CC9","7/11/2019 2:01:47 PM","11/18/2021 4:47:17 PM","4/14/2020 7:47:54 AM","False","11/18/2021 4:47:17 PM","False","False","CN=HSPALM44CC9,OU=Pathology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPALM0BB1F$","HSPALM0BB1F","1/9/2019 8:25:35 AM","11/21/2021 12:47:20 PM",,"False","11/10/2021 2:31:26 AM","False","False","CN=HSPALM0BB1F,OU=Pathology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBMEDHGJH$","HSBMEDHGJH","7/11/2019 5:16:40 PM","10/13/2021 10:44:32 AM",,"False","7/11/2019 5:16:40 PM","False","False","CN=HSBMEDHGJH,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSRURHEABB90$","HSRURHEABB90","7/2/2019 2:33:56 PM","11/16/2021 3:31:51 AM",,"False","11/8/2021 4:46:26 AM","False","False","CN=HSRURHEABB90,OU=Rural Health,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSONCE59$","HSSONCE59","7/11/2019 5:08:02 PM","11/18/2021 2:01:37 PM",,"False","11/8/2021 11:08:26 AM","False","False","CN=HSSONCE59,OU=SON,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSRADSAFD8B5$","HSRADSAFD8B5","7/29/2014 10:15:53 AM","11/14/2021 12:09:44 PM",,"False","11/3/2021 7:07:46 PM","False","False","CN=HSRADSAFD8B5,OU=Radiation Safety,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SDL14001$","SDL14001","7/12/2019 11:48:18 AM","8/12/2021 3:10:08 PM",,"False","8/12/2021 3:10:08 PM","False","False","CN=SDL14001,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ROC-XIV2$","ROC-XIV2","11/17/2017 4:44:09 PM","3/10/2021 2:02:06 PM",,"False","6/19/2019 4:58:10 AM","False","False","CN=ROC-XIV2,OU=DisabledSystemsServers,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSONCE62$","HSSONCE62","7/12/2019 11:21:12 AM","11/21/2021 1:29:59 AM",,"False","11/16/2021 4:27:19 AM","False","False","CN=HSSONCE62,OU=SON,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"microuglab3$","microuglab3","12/21/2017 9:18:09 AM","6/8/2021 4:06:01 PM",,"False","5/26/2021 3:43:19 PM","False","False","CN=microuglab3,OU=Macintosh,OU=Microbiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"sdl18012$","sdl18012","11/7/2018 2:15:57 PM","2/13/2020 7:29:16 AM",,"False","2/10/2020 9:44:17 AM","False","False","CN=sdl18012,OU=General,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ITS-ERMACONF3$","ITS-ERMACONF3","7/12/2019 10:56:46 AM","11/21/2021 5:38:08 AM","1/24/2021 11:01:11 PM","False","11/21/2021 5:38:08 AM","False","False","CN=ITS-ERMACONF3,OU=ETRU Classrooms,OU=Student,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"JBTEST$","JBTEST","7/11/2019 2:06:36 PM","11/14/2020 2:23:38 AM",,"False","10/21/2020 2:13:01 AM","False","False","CN=JBTEST,OU=ITS,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCED2F27$","HSCED2F27","1/30/2019 10:09:49 AM","11/19/2021 1:36:47 AM",,"False","11/19/2021 1:36:36 AM","False","False","CN=HSCED2F27,OU=CED,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSONCD96$","HSSONCD96","7/15/2019 9:52:54 AM","11/18/2021 12:59:15 PM",,"False","11/18/2021 12:59:11 PM","False","False","CN=HSSONCD96,OU=SON,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ITS-2116$","ITS-2116","7/15/2019 10:19:58 AM","11/8/2021 10:13:19 PM","9/26/2021 10:58:45 PM","False","11/8/2021 10:13:19 PM","False","False","CN=ITS-2116,OU=ETRU Classrooms,OU=Student,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSON4FF4$","HSSON4FF4","7/15/2019 2:38:10 PM","11/18/2021 10:07:16 AM","4/6/2021 7:11:20 AM","False","11/15/2021 7:17:01 AM","False","False","CN=HSSON4FF4,OU=SON,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPALM9B8D9$","HSPALM9B8D9","7/15/2019 1:42:22 PM","11/20/2021 5:23:02 AM",,"False","11/13/2021 11:51:35 AM","False","False","CN=HSPALM9B8D9,OU=Pathology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
