#TYPE Microsoft.ActiveDirectory.Management.ADGroup
"DistinguishedName","GroupCategory","GroupScope","Name","ObjectClass","ObjectGUID","SamAccountName","SID"
"CN=HS VDI COVID positive outpatients 2020 Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI COVID positive outpatients 2020 Student","group","0709a3b3-dbd9-4eae-ae52-314f3cec6fc5","HS VDI COVID positive outpatients 2020 Student","S-1-5-21-865322659-4255640127-3857865232-145365"
"CN=Vendor VPN Group,OU=PaloAltos,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Vendor VPN Group","group","989cf9f1-f464-44d9-9223-1bc4ef3dfffa","Vendor VPN Group","S-1-5-21-865322659-4255640127-3857865232-135445"
"CN=HS VDI Cancer Patients with SARS CoV-2 Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI Cancer Patients with SARS CoV-2 Faculty","group","e8c9465f-ed2d-491c-83c9-cb647d0cadea","HS VDI Cancer Patients with SARS CoV-2 Faculty","S-1-5-21-865322659-4255640127-3857865232-145368"
"CN=HS VDI Cancer Patients with SARS CoV-2 Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI Cancer Patients with SARS CoV-2 Student","group","6f3c036b-017e-42d5-a755-e303689766ae","HS VDI Cancer Patients with SARS CoV-2 Student","S-1-5-21-865322659-4255640127-3857865232-145369"
"CN=OBGYN Intune Users,OU=OBGYN,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","OBGYN Intune Users","group","dc976b8f-aa7d-42cb-a941-c62742844e42","OBGYN Intune Users","S-1-5-21-865322659-4255640127-3857865232-134487"
"CN=SSH External Approved Group,OU=PaloAltos,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","SSH External Approved Group","group","89538ad8-5fb5-434c-96c2-946aae30b6bd","SSH External Approved Group","S-1-5-21-865322659-4255640127-3857865232-134488"
"CN=CDC SFTP Users Group,OU=PaloAltos,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","CDC SFTP Users Group","group","48244542-fcf7-4f62-a5db-54ed853a86f2","CDC SFTP Users Group","S-1-5-21-865322659-4255640127-3857865232-134489"
"CN=HS VDI HNC_outpt_symptom Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI HNC_outpt_symptom Faculty","group","9c02ee2e-bdc6-47f9-8ba9-aaec9d958c43","HS VDI HNC_outpt_symptom Faculty","S-1-5-21-865322659-4255640127-3857865232-145384"
"CN=HS VDI HNC_outpt_symptom Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI HNC_outpt_symptom Student","group","87f35e91-c5d6-4ef9-9985-d5f7043c3c1a","HS VDI HNC_outpt_symptom Student","S-1-5-21-865322659-4255640127-3857865232-145385"
"CN=MBRCC Hemonc Fellowship Share Group,OU=HEMONC,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","MBRCC Hemonc Fellowship Share Group","group","653e4eba-856a-4f4a-9a88-fb5f4db6464e","MBRCC Hemonc Fellowship Share Group","S-1-5-21-865322659-4255640127-3857865232-134956"
"CN=SOP CLIN Accreditation,OU=CLIN,OU=SOP,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","SOP CLIN Accreditation","group","e59a5837-9f77-43dd-8e5e-c2d4b81e64f9","SOP CLIN Accreditation","S-1-5-21-865322659-4255640127-3857865232-135451"
"CN=MGP emm0056 chief app share,OU=MGP,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","MGP emm0056 chief app share","group","bab3e039-a927-446f-9118-6f41b4f7ebdd","MGP emm0056 chief app share","S-1-5-21-865322659-4255640127-3857865232-132965"
"CN=HS VDI Lead Exposure,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI Lead Exposure","group","3f564e30-076e-4a02-96f8-eedb7125852a","HS VDI Lead Exposure","S-1-5-21-865322659-4255640127-3857865232-134958"
"CN=HS VDI Patient id for heart failure and dementia Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI Patient id for heart failure and dementia Faculty","group","1b293e2e-d0cd-432d-897a-13afabe56665","HS VDI Patient id for heart failure and dementia Faculty","S-1-5-21-865322659-4255640127-3857865232-145927"
"CN=HS VDI Patient id for heart failure and dementia Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI Patient id for heart failure and dementia Student","group","6ad93a49-e957-4dc4-a99d-cc5bef53e7d6","HS VDI Patient id for heart failure and dementia Student","S-1-5-21-865322659-4255640127-3857865232-145928"
"CN=Neuro Intune Users,OU=NEURO,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Neuro Intune Users","group","21cc72fa-b94c-42c5-8e55-ab8350b0e748","Neuro Intune Users","S-1-5-21-865322659-4255640127-3857865232-145953"
"CN=HS VDI COVID and Cardio-oncology Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI COVID and Cardio-oncology Faculty","group","44fdc7a5-8b6a-40f9-a4e1-a2a056765ca2","HS VDI COVID and Cardio-oncology Faculty","S-1-5-21-865322659-4255640127-3857865232-145954"
"CN=HS VDI COVID and Cardio-oncology Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI COVID and Cardio-oncology Student","group","b7656398-8028-4d80-a2d5-dcb2a7702556","HS VDI COVID and Cardio-oncology Student","S-1-5-21-865322659-4255640127-3857865232-145955"
"CN=FSLogix Share Elevated Contributor,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","FSLogix Share Elevated Contributor","group","5a302509-0b16-425c-9a1c-cfa9fdbbf829","FSLogix Share Elevated Contributor","S-1-5-21-865322659-4255640127-3857865232-145960"
"CN=FSLogix Share Contributor,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","FSLogix Share Contributor","group","b611fa7f-2e06-431d-9504-0a1dbf97f30c","FSLogix Share Contributor","S-1-5-21-865322659-4255640127-3857865232-145961"
"CN=Surgery Intune Users,OU=SURG,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Surgery Intune Users","group","0e495983-7db6-4a38-9279-6a7bb4fa5918","Surgery Intune Users","S-1-5-21-865322659-4255640127-3857865232-145964"
"CN=Heme Path Fellowship share,OU=PATH,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Heme Path Fellowship share","group","fcc7fb20-47f8-4504-b641-536766df1619","Heme Path Fellowship share","S-1-5-21-865322659-4255640127-3857865232-135459"
"CN=HS VDI Williamson & Sherry Research CCBs Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI Williamson & Sherry Research CCBs Faculty","group","06562d62-0dc9-41a3-b7eb-408f6eab410e","HS VDI Williamson & Sherry Research CCBs Faculty","S-1-5-21-865322659-4255640127-3857865232-145996"
"CN=HS VDI Williamson & Sherry Research CCBs Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI Williamson & Sherry Research CCBs Student","group","01906689-def6-4f3a-ba1d-968ad5d26cc4","HS VDI Williamson & Sherry Research CCBs Student","S-1-5-21-865322659-4255640127-3857865232-145997"
"CN=HS VDI Calcium Channel Blockers_Periodontal Disease Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI Calcium Channel Blockers_Periodontal Disease Faculty","group","7c5329b2-c73b-4d09-a9bc-09e0fd872319","HS VDI Calcium Channel Blockers_Periodontal Disease Faculty","S-1-5-21-865322659-4255640127-3857865232-145998"
"CN=HS VDI Calcium Channel Blockers_Periodontal Disease Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI Calcium Channel Blockers_Periodontal Disease Student","group","318bff99-17a4-4903-a789-91cba1828002","HS VDI Calcium Channel Blockers_Periodontal Disease Student","S-1-5-21-865322659-4255640127-3857865232-145999"
"CN=HS VDI cataract eye pressure Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI cataract eye pressure Faculty","group","7eeb0eae-9800-4e69-b0d0-ada04c7c7390","HS VDI cataract eye pressure Faculty","S-1-5-21-865322659-4255640127-3857865232-146017"
"CN=HS VDI cataract eye pressure Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI cataract eye pressure Student","group","f85d14d7-c50d-47c8-a12b-c417c19f9da8","HS VDI cataract eye pressure Student","S-1-5-21-865322659-4255640127-3857865232-146018"
"CN=BMED FacultyFiles Group,OU=BEHM,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","BMED FacultyFiles Group","group","ccb0809b-dd61-4e94-a9b9-cef550225be2","BMED FacultyFiles Group","S-1-5-21-865322659-4255640127-3857865232-134968"
"CN=RNI Provider Utilization Share Group,OU=BRNI,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","RNI Provider Utilization Share Group","group","f9263add-44db-4fc8-942e-b7622c37a2fc","RNI Provider Utilization Share Group","S-1-5-21-865322659-4255640127-3857865232-134969"
"CN=HS VDI MHP Independent Assessment Year 1 Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","HS VDI MHP Independent Assessment Year 1 Faculty","group","ad74c6c6-6668-4e03-957d-45c42778716d","HS VDI MHP Independent Assessment Year 1 Faculty","S-1-5-21-865322659-4255640127-3857865232-146034"
"CN=HS VDI MHP Independent Assessment Year 1 Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","HS VDI MHP Independent Assessment Year 1 Student","group","f46f4c13-aa5e-4858-bcea-c1f71b1f3a63","HS VDI MHP Independent Assessment Year 1 Student","S-1-5-21-865322659-4255640127-3857865232-146035"
"CN=HS VDI Baus Chronic Disease,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI Baus Chronic Disease","group","dc8441fb-29cd-4b05-addd-91d7d155d70a","HS VDI Baus Chronic Disease","S-1-5-21-865322659-4255640127-3857865232-132977"
"CN=HS VDI MHP Independent Assessment Year 1,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI MHP Independent Assessment Year 1","group","89d5fdcb-e287-4046-84b5-94a7b5ed38d0","HS VDI MHP Independent Assessment Year 1","S-1-5-21-865322659-4255640127-3857865232-132978"
"CN=HS VDI COVID-19 and AKI Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","HS VDI COVID-19 and AKI Faculty","group","f81cb794-5b48-4a8c-b1cc-7438fcbd4122","HS VDI COVID-19 and AKI Faculty","S-1-5-21-865322659-4255640127-3857865232-146039"
"CN=HS VDI COVID-19 and AKI Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","HS VDI COVID-19 and AKI Student","group","8d86885d-d188-4302-b15a-2261c8e17425","HS VDI COVID-19 and AKI Student","S-1-5-21-865322659-4255640127-3857865232-146040"
"CN=HS VDI Pincavitch - Research Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","HS VDI Pincavitch - Research Faculty","group","dc7e58c7-4c27-4ad4-884e-097df717d895","HS VDI Pincavitch - Research Faculty","S-1-5-21-865322659-4255640127-3857865232-146042"
"CN=HS VDI Pincavitch - Research Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","HS VDI Pincavitch - Research Student","group","c77e313e-0c4c-4cfc-b433-eb661badf3d9","HS VDI Pincavitch - Research Student","S-1-5-21-865322659-4255640127-3857865232-146043"
"CN=HS-Enroll Web Server Certificates,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS-Enroll Web Server Certificates","group","562e21ea-e2e7-4ada-ac8d-da129a74a538","HS-Enroll Web Server Certificates","S-1-5-21-865322659-4255640127-3857865232-132979"
"CN=WVUH ISCV Web,OU=WVUH,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","WVUH ISCV Web","group","ceab710b-7a5e-400c-9b94-fcac9cdc1d90","WVUH ISCV Web","S-1-5-21-865322659-4255640127-3857865232-134971"
"CN=HS VDI PCSK9 and cholesterol Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI PCSK9 and cholesterol Faculty","group","6899ff8b-9bd3-4a37-aabb-3ec0e9775ab0","HS VDI PCSK9 and cholesterol Faculty","S-1-5-21-865322659-4255640127-3857865232-146077"
"CN=HS VDI PCSK9 and cholesterol Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI PCSK9 and cholesterol Student","group","de24dc8e-8b68-4905-b5a2-ac0e533a9cb2","HS VDI PCSK9 and cholesterol Student","S-1-5-21-865322659-4255640127-3857865232-146078"
"CN=Nephrology Faculty Read Only,OU=NEPH,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Nephrology Faculty Read Only","group","e8427fdd-0540-4fd5-b555-e76702ba51f1","Nephrology Faculty Read Only","S-1-5-21-865322659-4255640127-3857865232-135466"
"CN=Nephrology Faculty,OU=NEPH,OU=MED,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Nephrology Faculty","group","8b41a318-111c-4e26-bc23-efeb3bcd583c","Nephrology Faculty","S-1-5-21-865322659-4255640127-3857865232-135467"
"CN=MBRCC Hemonc Admin Folder Group,OU=HEMONC,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","MBRCC Hemonc Admin Folder Group","group","45bf32c3-6690-4cfd-b6a5-1248f77ec0b6","MBRCC Hemonc Admin Folder Group","S-1-5-21-865322659-4255640127-3857865232-132987"
"CN=MBRCC Hemonc ERAS Folder Group,OU=HEMONC,OU=MBRCC,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","MBRCC Hemonc ERAS Folder Group","group","79fb864f-a5b5-4e34-b757-ffd128ced360","MBRCC Hemonc ERAS Folder Group","S-1-5-21-865322659-4255640127-3857865232-132988"
"CN=iCloud Exception Group,OU=PaloAltos,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","iCloud Exception Group","group","5821392f-cf36-4a81-bd6a-9f41684b781f","iCloud Exception Group","S-1-5-21-865322659-4255640127-3857865232-132989"
"CN=HS VDI Dai OD Mortality,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI Dai OD Mortality","group","65115acb-468d-4fbc-833b-811a1e9d7304","HS VDI Dai OD Mortality","S-1-5-21-865322659-4255640127-3857865232-134980"
"CN=1150-minolta-c3100p Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","1150-minolta-c3100p Group","group","d3881102-73ba-4208-a14a-e44dd913d117","1150-minolta-c3100p Group","S-1-5-21-865322659-4255640127-3857865232-132995"
"CN=HSC Conditional Access Policy,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HSC Conditional Access Policy","group","40bdf384-3ea3-45a3-9688-2f2512f2bd44","HSC Conditional Access Policy","S-1-5-21-865322659-4255640127-3857865232-132996"
"CN=HS VDI Stocks exploratory COVID,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI Stocks exploratory COVID","group","52f4031e-243d-4e2b-9015-ca061b49b16a","HS VDI Stocks exploratory COVID","S-1-5-21-865322659-4255640127-3857865232-144112"
"CN=HS VDI AKI after cardiac surgery Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI AKI after cardiac surgery Faculty","group","bd17c23c-c481-4d46-babb-c930905eb877","HS VDI AKI after cardiac surgery Faculty","S-1-5-21-865322659-4255640127-3857865232-146609"
"CN=HS VDI AKI after cardiac surgery Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI AKI after cardiac surgery Student","group","eb532f73-37a0-491c-a300-f604d6fa0e4e","HS VDI AKI after cardiac surgery Student","S-1-5-21-865322659-4255640127-3857865232-146610"
"CN=HS VDI Hendricks pregnant telehealth,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI Hendricks pregnant telehealth","group","946cf1ec-8d23-4fe0-9e8f-a7c74731e056","HS VDI Hendricks pregnant telehealth","S-1-5-21-865322659-4255640127-3857865232-134512"
"CN=2023 LCME Visit Prep Share Group,OU=SSERVICES,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","2023 LCME Visit Prep Share Group","group","b17e988a-d796-423f-9aef-9255e481f42a","2023 LCME Visit Prep Share Group","S-1-5-21-865322659-4255640127-3857865232-135472"
"CN=H-CRH1-MAILRM Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","H-CRH1-MAILRM Group","group","f4a9c739-5397-4002-8bcc-f36acf7bc565","H-CRH1-MAILRM Group","S-1-5-21-865322659-4255640127-3857865232-132998"
"CN=H-CRH1-MAILRM Printer Computer Group,OU=BEHM,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","H-CRH1-MAILRM Printer Computer Group","group","6eaf62ef-e326-4f6e-a5cc-e45a52c9b372","H-CRH1-MAILRM Printer Computer Group","S-1-5-21-865322659-4255640127-3857865232-132999"
"CN=H-CRH1-RM133 Printer Computer Group,OU=BEHM,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","H-CRH1-RM133 Printer Computer Group","group","d58e379c-8f01-4392-bf20-960213240a52","H-CRH1-RM133 Printer Computer Group","S-1-5-21-865322659-4255640127-3857865232-133000"
"CN=H-CRH1-RM133 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","H-CRH1-RM133 Group","group","dbb80f8a-8d9c-4832-990d-5125b89461e9","H-CRH1-RM133 Group","S-1-5-21-865322659-4255640127-3857865232-133001"
"CN=CRH1-BehavMain-Copy Computer Printer Group,OU=BEHM,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","CRH1-BehavMain-Copy Computer Printer Group","group","289e9dcc-c6b5-416e-8c1c-c67c6a7d2aac","CRH1-BehavMain-Copy Computer Printer Group","S-1-5-21-865322659-4255640127-3857865232-133002"
"CN=CRH1-BusiOffice Computer Print Group,OU=BEHM,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","CRH1-BusiOffice Computer Print Group","group","6d1ecb2b-aa4e-4b48-845e-455f625582fb","CRH1-BusiOffice Computer Print Group","S-1-5-21-865322659-4255640127-3857865232-133003"
"CN=CRH1-INTERVIEW Computer Print Group,OU=BEHM,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","CRH1-INTERVIEW Computer Print Group","group","bff755a8-89d0-446a-8e7b-5be095528ce3","CRH1-INTERVIEW Computer Print Group","S-1-5-21-865322659-4255640127-3857865232-133004"
"CN=CRH1-NeuroPsyTest Computer Print Group,OU=BEHM,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","CRH1-NeuroPsyTest Computer Print Group","group","ee1eb688-c430-4290-ae9c-d8eb595577ba","CRH1-NeuroPsyTest Computer Print Group","S-1-5-21-865322659-4255640127-3857865232-133005"
"CN=CRH1-Resident Computer Print Group,OU=BEHM,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","CRH1-Resident Computer Print Group","group","e88a1b40-4209-43ba-b6a0-8670f6627b24","CRH1-Resident Computer Print Group","S-1-5-21-865322659-4255640127-3857865232-133006"
"CN=GME Resident Files RW Group,OU=SSERVICES,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","GME Resident Files RW Group","group","dc45eb6a-5cfc-4276-a0c2-deb81fdc3244","GME Resident Files RW Group","S-1-5-21-865322659-4255640127-3857865232-135474"
"CN=GME Resident Files ReadOnly Group,OU=SSERVICES,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","GME Resident Files ReadOnly Group","group","648a244c-eac9-416d-98b9-33ed672e75b4","GME Resident Files ReadOnly Group","S-1-5-21-865322659-4255640127-3857865232-135475"
"CN=SFTP CDC GOV Group,OU=PaloAltos,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","SFTP CDC GOV Group","group","86120798-5b8a-48e3-b5fd-31d39cb1500a","SFTP CDC GOV Group","S-1-5-21-865322659-4255640127-3857865232-135476"
"CN=Pathology MLS File Share Group,OU=PATH,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Pathology MLS File Share Group","group","b459233c-fa15-48d7-a2fc-ffaef3fc36cf","Pathology MLS File Share Group","S-1-5-21-865322659-4255640127-3857865232-146648"
"CN=HS VDI 2021 Transitioning Veterans Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","HS VDI 2021 Transitioning Veterans Faculty","group","4a6961bd-5826-4e23-86f6-22a22ddf0111","HS VDI 2021 Transitioning Veterans Faculty","S-1-5-21-865322659-4255640127-3857865232-146659"
"CN=HS VDI 2021 Transitioning Veterans Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","HS VDI 2021 Transitioning Veterans Student","group","df577414-3843-493c-9f17-6264c13e319b","HS VDI 2021 Transitioning Veterans Student","S-1-5-21-865322659-4255640127-3857865232-146660"
"CN=BEHM Intune users,OU=BEHM,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","BEHM Intune users","group","373c23a6-8b80-4af3-a8ad-b69d53a76e14","BEHM Intune users","S-1-5-21-865322659-4255640127-3857865232-135479"
"CN=HS VDI THIRD MOLAR DEVELOPMENT Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI THIRD MOLAR DEVELOPMENT Faculty","group","c6369c0e-c551-4508-a4bd-2a3004cb7a3d","HS VDI THIRD MOLAR DEVELOPMENT Faculty","S-1-5-21-865322659-4255640127-3857865232-146716"
"CN=HS VDI THIRD MOLAR DEVELOPMENT Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","HS VDI THIRD MOLAR DEVELOPMENT Student","group","06cad155-3525-4d5d-9447-d24e627380af","HS VDI THIRD MOLAR DEVELOPMENT Student","S-1-5-21-865322659-4255640127-3857865232-146717"
"CN=Intune for International Travel,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Intune for International Travel","group","bbd62268-cfa5-4cc8-b9a0-1746ac244cea","Intune for International Travel","S-1-5-21-865322659-4255640127-3857865232-135480"
"CN=HS VDI RE-COVID19 Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","HS VDI RE-COVID19 Faculty","group","e22701e2-5227-4028-acf8-401c181426f4","HS VDI RE-COVID19 Faculty","S-1-5-21-865322659-4255640127-3857865232-146722"
"CN=HS VDI RE-COVID19 Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","HS VDI RE-COVID19 Student","group","ee1a9c08-ac0e-4f15-96be-f219a259afbe","HS VDI RE-COVID19 Student","S-1-5-21-865322659-4255640127-3857865232-146723"
"CN=Bitlocker Encryption Exceptions Group,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Bitlocker Encryption Exceptions Group","group","fb060067-8e6f-4e44-8d9e-9ed00ad24f5e","Bitlocker Encryption Exceptions Group","S-1-5-21-865322659-4255640127-3857865232-140619"
"CN=its-rc-hsc-research-lab-goldsmith,OU=ITS-RC-Research,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","its-rc-hsc-research-lab-goldsmith","group","e7bfbc52-738a-479e-bf65-1bdc0c812f34","its-rc-hsc-research-lab-goldsmith","S-1-5-21-865322659-4255640127-3857865232-134996"
"CN=HS VDI?NEISS-Work Trend Analysis?Group,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","HS VDI?NEISS-Work Trend Analysis?Group","group","ae141390-38c3-40a6-80c8-76d7605d0c8d","HS VDI?NEISS-Work Trend Analysis?Group","S-1-5-21-865322659-4255640127-3857865232-146733"
