"SamAccountName","ComputerName","ComputerCreationDate","ComputerChanged","OperatingSystem","OperatingSystemVersion","OperatingSystemServicePack","OperatingSystemHotfix","DistinguishedName"
"HSSOMBFA4$","HSSOMBFA4","2/18/2019 2:37:02 PM","12/7/2021 2:00:14 PM","Windows 10 Enterprise","10.0 (19042)",,,"CN=HSSOMBFA4,OU=SOM,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H71990$","H71990","2/19/2019 8:21:20 AM","12/2/2021 9:31:04 PM","Windows 10 Enterprise","10.0 (19042)",,,"CN=H71990,OU=Behavioral Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"DESKTOP-F2L1EOE$","DESKTOP-F2L1EOE","2/12/2019 9:14:33 AM","8/10/2021 11:15:45 AM","Windows 10 Enterprise","10.0 (19041)",,,"CN=DESKTOP-F2L1EOE,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSTEPSSEU4$","HSSTEPSSEU4","2/19/2019 11:52:32 AM","12/5/2021 8:06:28 PM","Windows 10 Enterprise","10.0 (19043)",,,"CN=HSSTEPSSEU4,OU=Public Computers,OU=WVSTEP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVU3ZWMCV2$","CWVU3ZWMCV2","2/19/2019 11:09:19 AM","7/20/2021 7:58:54 AM","Windows 10 Enterprise","10.0 (17763)",,,"CN=CWVU3ZWMCV2,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSEMMEDB876$","HSEMMEDB876","2/19/2019 11:39:14 AM","11/4/2021 9:11:59 AM","Windows 10 Enterprise","10.0 (17763)",,,"CN=HSEMMEDB876,OU=Emergency Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOP3E57$","HSSOP3E57","2/7/2019 2:53:53 PM","12/2/2021 7:56:42 PM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSSOP3E57,OU=SOP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H63947$","H63947","2/19/2019 1:18:51 PM","12/7/2021 7:34:59 AM","Windows 10 Enterprise","10.0 (19042)",,,"CN=H63947,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SOD-MIPACSOLD$","SOD-MIPACSOLD","2/9/2015 9:57:58 AM","7/29/2019 3:27:19 PM","Windows Server 2012 R2 Standard","6.3 (9600)",,,"CN=SOD-MIPACSOLD,OU=SOD Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSNEUROPAWAR$","HSNEUROPAWAR","1/19/2015 12:39:45 PM","10/13/2021 10:47:55 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=HSNEUROPAWAR,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSRNI668F$","HSRNI668F","2/20/2019 12:04:52 PM","10/21/2021 3:56:40 PM","Windows 10 Enterprise","10.0 (18362)",,,"CN=HSRNI668F,OU=BRNI,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVU3Z7RCV2$","CWVU3Z7RCV2","2/20/2019 5:36:22 PM","11/30/2021 7:52:45 AM","Windows 10 Enterprise","10.0 (19042)",,,"CN=CWVU3Z7RCV2,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSOLAR05C6$","HSOLAR05C6","2/18/2019 11:44:20 AM","10/13/2021 10:47:58 AM","Windows 10 Enterprise","10.0 (17134)",,,"CN=HSOLAR05C6,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMICRO3C85$","HSMICRO3C85","2/21/2019 8:07:49 AM","12/8/2021 4:54:11 PM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSMICRO3C85,OU=Microbiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MBRCCMACYTATION$","MBRCCMACYTATION","3/25/2015 8:27:55 AM","11/11/2020 3:36:38 PM","Windows 10 Enterprise","10.0 (16299)",,,"CN=MBRCCMACYTATION,OU=MBRCC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPALMD7096$","HSPALMD7096","2/21/2019 11:21:34 AM","10/30/2021 7:28:15 AM","Windows 10 Enterprise","10.0 (18362)",,,"CN=HSPALMD7096,OU=Pathology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-ALR-4123$","HS-ALR-4123","4/22/2010 10:39:58 AM","10/13/2021 10:44:13 AM","Windows 10 Enterprise","10.0 (17134)",,,"CN=HS-ALR-4123,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVUJ842BT2$","CWVUJ842BT2","2/21/2019 12:16:58 PM","12/1/2021 8:52:24 AM","Windows 10 Enterprise","10.0 (18363)",,,"CN=CWVUJ842BT2,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCED9F6A$","HSCED9F6A","6/12/2018 9:42:55 AM","6/1/2020 12:19:23 PM","Windows 10 Enterprise","10.0 (16299)",,,"CN=HSCED9F6A,OU=CED,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSON16D5$","HSSON16D5","2/22/2019 11:04:48 AM","12/2/2021 10:14:07 PM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSSON16D5,OU=SON,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPEDSF7DD$","HSPEDSF7DD","2/25/2019 10:55:49 AM","10/13/2021 10:48:25 AM","Windows 10 Enterprise","10.0 (17763)",,,"CN=HSPEDSF7DD,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCEMMEDC107$","HSCEMMEDC107","11/26/2013 10:11:46 AM","1/10/2020 11:49:34 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=HSCEMMEDC107,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSDERM6F94$","HSDERM6F94","2/25/2019 8:41:21 AM","12/9/2021 3:31:35 PM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSDERM6F94,OU=Admin,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMBRCC0F41$","HSMBRCC0F41","2/25/2019 11:26:02 AM","12/2/2021 3:06:05 PM","Windows 10 Enterprise","10.0 (17763)",,,"CN=HSMBRCC0F41,OU=MBRCC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSHUMANPERF2BED$","HSHUMANPERF2BED","2/7/2019 2:51:23 PM","12/9/2021 1:40:28 AM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSHUMANPERF2BED,OU=Human Performance,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H72026$","H72026","2/21/2019 10:53:53 AM","12/2/2021 3:23:00 PM","Windows 10 Enterprise","10.0 (19042)",,,"CN=H72026,OU=Neurology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPALM2AD0C$","HSPALM2AD0C","2/25/2019 12:43:36 PM","12/5/2021 4:41:30 PM","Windows 10 Enterprise","10.0 (18362)",,,"CN=HSPALM2AD0C,OU=Pathology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSTEPSMILLER$","HSSTEPSMILLER","2/25/2019 3:30:57 PM","9/16/2021 11:51:19 AM","Windows 10 Enterprise","10.0 (18363)",,,"CN=HSSTEPSMILLER,OU=WVSTEP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOPA183$","HSSOPA183","5/29/2014 2:56:25 PM","7/12/2021 7:28:49 AM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSSOPA183,OU=SOP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"RAD5V538L2$","RAD5V538L2","12/5/2018 3:02:44 PM","3/17/2021 12:08:46 PM","Windows 10 Enterprise","10.0 (17763)",,,"CN=RAD5V538L2,OU=Radiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCED10D0$","HSCED10D0","2/21/2019 3:03:31 PM","11/6/2020 8:22:31 AM","Windows 10 Enterprise","10.0 (18362)",,,"CN=HSCED10D0,OU=CED,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOP44A9$","HSSOP44A9","1/8/2019 8:54:56 AM","11/29/2021 10:36:24 AM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSSOP44A9,OU=SOP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCEDE973$","HSCEDE973","2/27/2019 1:22:17 PM","11/17/2021 11:17:47 AM","Windows 10 Enterprise","10.0 (18363)",,,"CN=HSCEDE973,OU=CED,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCED698E$","HSCED698E","2/27/2019 11:07:25 AM","4/3/2020 2:35:23 PM","Windows 10 Enterprise","10.0 (18362)",,,"CN=HSCED698E,OU=CED,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCED8F7F$","HSCED8F7F","2/27/2019 1:25:06 PM","8/23/2021 12:03:44 PM","Windows 10 Enterprise","10.0 (17763)",,,"CN=HSCED8F7F,OU=CED,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSRNILP26F9$","HSRNILP26F9","2/27/2019 2:47:20 PM","12/7/2021 10:25:12 AM","Windows 10 Enterprise","10.0 (17763)",,,"CN=HSRNILP26F9,OU=BRNI,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MININT-J5MF13H$","MININT-J5MF13H","2/28/2019 9:47:37 AM","10/13/2021 10:51:49 AM","Windows 10 Enterprise","10.0 (17763)",,,"CN=MININT-J5MF13H,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-SOM-A7A4$","HS-SOM-A7A4","2/27/2019 4:34:04 PM","9/7/2020 1:21:03 PM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HS-SOM-A7A4,OU=Biochemistry,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOP44F4$","HSSOP44F4","2/28/2019 12:48:02 PM","12/8/2021 9:30:46 AM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSSOP44F4,OU=SOP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPALM0B930$","HSPALM0B930","2/28/2019 9:43:00 AM","12/2/2021 1:10:04 PM","Windows 10 Enterprise","10.0 (18362)",,,"CN=HSPALM0B930,OU=Pathology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-HUMPERF-1F19$","HS-HUMPERF-1F19","6/24/2011 9:16:48 AM","10/13/2021 10:46:49 AM","Windows 7 Professional","6.1 (7601)","Service Pack 1",,"CN=HS-HUMPERF-1F19,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"amanda_byrds_m$","amanda_byrds_m","9/2/2010 3:22:51 PM","7/29/2019 3:27:21 PM","Mac OS X","10.6.4 (Build 10F2521)",,,"CN=amanda_byrds_m,OU=ENT,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H72218$","H72218","2/25/2019 9:18:56 AM","12/7/2021 12:42:57 PM","Windows 10 Enterprise","10.0 (19042)",,,"CN=H72218,OU=Ortho,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCEDE932$","HSCEDE932","2/27/2019 4:39:17 PM","8/4/2021 1:45:11 PM","Windows 10 Enterprise","10.0 (19042)",,,"CN=HSCEDE932,OU=CED,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPALM47E70Z$","HSPALM47E70Z","3/1/2019 8:23:34 AM","12/8/2021 11:01:54 PM","Windows 10 Enterprise","10.0 (18362)",,,"CN=HSPALM47E70Z,OU=Pathology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMICRO5F48$","HSMICRO5F48","3/1/2019 2:00:47 PM","12/8/2021 10:01:13 PM","Windows 10 Enterprise","10.0 (18363)",,,"CN=HSMICRO5F48,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-PEDS-BDA4$","HS-PEDS-BDA4","3/1/2019 11:10:10 AM","11/26/2021 12:44:16 PM","Windows 10 Enterprise","10.0 (19042)",,,"CN=HS-PEDS-BDA4,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-PEDS-6C21$","HS-PEDS-6C21","3/1/2019 11:01:46 AM","12/9/2021 6:14:38 PM","Windows 10 Enterprise","10.0 (19042)",,,"CN=HS-PEDS-6C21,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-PEDS-4AE0$","HS-PEDS-4AE0","3/1/2019 11:01:43 AM","8/9/2021 11:41:07 PM","Windows 10 Enterprise","10.0 (17763)",,,"CN=HS-PEDS-4AE0,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H72217$","H72217","2/25/2019 9:15:39 AM","12/3/2021 11:45:10 AM","Windows 10 Enterprise","10.0 (19042)",,,"CN=H72217,OU=Ortho,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-PEDS-5F67$","HS-PEDS-5F67","3/1/2019 4:04:45 PM","12/9/2021 1:05:18 AM","Windows 10 Enterprise","10.0 (19042)",,,"CN=HS-PEDS-5F67,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-NEURO-6C43$","HS-NEURO-6C43","3/1/2019 4:13:53 PM","12/8/2021 5:57:24 AM","Windows 10 Enterprise","10.0 (19042)",,,"CN=HS-NEURO-6C43,OU=Neurology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPALMD8376$","HSPALMD8376","3/5/2019 6:50:19 AM","11/30/2021 3:08:47 PM","Windows 10 Enterprise","10.0 (18362)",,,"CN=HSPALMD8376,OU=Pathology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSTUDSERV3D75$","HSSTUDSERV3D75","4/4/2014 1:52:19 PM","12/3/2021 2:29:34 PM","Windows 10 Enterprise","10.0 (17134)",,,"CN=HSSTUDSERV3D75,OU=Student Services,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-NEURO-6DE2$","HS-NEURO-6DE2","8/19/2010 2:25:46 PM","12/6/2021 8:47:40 PM","Windows 10 Enterprise","10.0 (17763)",,,"CN=HS-NEURO-6DE2,OU=Neurology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVU8HK5DV2$","CWVU8HK5DV2","3/5/2019 9:03:09 AM","10/26/2021 11:30:08 AM","Windows 10 Enterprise","10.0 (18363)",,,"CN=CWVU8HK5DV2,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H72273$","H72273","3/4/2019 4:37:53 PM","12/8/2021 4:30:49 PM","Windows 10 Enterprise","10.0 (17763)",,,"CN=H72273,OU=BRNI,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSNEURO7C26$","HSNEURO7C26","9/8/2011 4:45:19 PM","10/13/2021 10:47:39 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=HSNEURO7C26,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H72275$","H72275","3/5/2019 2:26:34 PM","3/22/2021 12:22:00 PM","Windows 10 Enterprise","10.0 (17763)",,,"CN=H72275,OU=BRNI,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPALM524CA$","HSPALM524CA","3/6/2019 8:49:39 AM","12/1/2021 10:40:21 PM","Windows 10 Enterprise","10.0 (19042)",,,"CN=HSPALM524CA,OU=Pathology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCORTHO36AD$","HSCORTHO36AD","10/1/2012 7:32:08 AM","10/13/2021 10:45:32 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=HSCORTHO36AD,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H70616$","H70616","3/7/2019 8:44:55 AM","11/4/2020 5:01:43 PM","Windows 10 Enterprise","10.0 (18362)",,,"CN=H70616,OU=BRNI,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPALM0AC91Z$","HSPALM0AC91Z","3/7/2019 7:20:42 AM","12/5/2021 6:35:07 PM","Windows 10 Enterprise","10.0 (18363)",,,"CN=HSPALM0AC91Z,OU=Pathology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MININT-UJRFPUM$","MININT-UJRFPUM","3/6/2019 10:24:48 AM","10/13/2021 10:51:49 AM","Windows 10 Enterprise","10.0 (17134)",,,"CN=MININT-UJRFPUM,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPEDS29E6$","HSPEDS29E6","3/7/2019 9:54:31 AM","12/6/2021 8:17:53 AM","Windows 10 Enterprise","10.0 (19042)",,,"CN=HSPEDS29E6,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H48294$","H48294","3/7/2019 1:59:44 PM","8/6/2021 11:58:11 AM","Windows 10 Enterprise","10.0 (19042)",,,"CN=H48294,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PHYSIO5CE9$","PHYSIO5CE9","8/12/2014 12:38:23 PM","12/5/2021 4:46:11 PM","Windows 10 Enterprise","10.0 (19042)",,,"CN=PHYSIO5CE9,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MALAB44$","MALAB44","11/18/2015 1:40:28 PM","10/13/2021 10:50:56 AM","Windows 10 Enterprise","10.0 (15063)",,,"CN=MALAB44,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMICRO1A5E$","HSMICRO1A5E","3/11/2019 7:55:19 AM","12/8/2021 8:36:39 PM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSMICRO1A5E,OU=Microbiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSRNIB0C8$","HSRNIB0C8","3/8/2019 12:24:57 PM","10/13/2021 10:48:46 AM","Windows 10 Enterprise","10.0 (17763)",,,"CN=HSRNIB0C8,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMICRO1BC8$","HSMICRO1BC8","3/11/2019 9:11:50 AM","12/7/2021 4:01:00 AM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSMICRO1BC8,OU=Microbiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"FPUPDATE$","fpupdate","3/11/2019 11:58:34 AM","3/10/2021 2:02:03 PM","Windows Server 2016 Datacenter","10.0 (14393)",,,"CN=fpupdate,OU=DisabledSystemsServers,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMICRO1A8F$","HSMICRO1A8F","3/11/2019 1:35:07 PM","11/30/2021 3:22:03 AM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSMICRO1A8F,OU=Microbiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPALM8625A$","HSPALM8625A","3/13/2019 7:46:52 AM","12/8/2021 8:01:46 AM","Windows 10 Enterprise","10.0 (18362)",,,"CN=HSPALM8625A,OU=Pathology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H72281$","H72281","3/13/2019 4:40:22 PM","12/2/2021 6:30:40 AM","Windows 10 Enterprise","10.0 (18362)",,,"CN=H72281,OU=BRNI,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPALM8628F$","HSPALM8628F","3/14/2019 7:22:39 AM","12/9/2021 1:51:08 AM","Windows 10 Enterprise","10.0 (18362)",,,"CN=HSPALM8628F,OU=Pathology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPH0000139$","HSSPH0000139","3/13/2019 4:57:16 PM","10/27/2021 2:37:29 PM","Windows 10 Enterprise","10.0 (17763)",,,"CN=HSSPH0000139,OU=10-27-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOPCD29$","HSSOPCD29","3/13/2019 9:32:32 AM","12/9/2021 2:40:20 PM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSSOPCD29,OU=SOP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOP0963$","HSSOP0963","3/13/2019 9:36:54 AM","12/6/2021 11:50:01 PM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSSOP0963,OU=SOP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H72394$","H72394","3/14/2019 1:55:14 PM","12/4/2021 4:47:51 PM","Windows 10 Enterprise","10.0 (17134)",,,"CN=H72394,OU=Surgery,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSRNI0FCD$","HSRNI0FCD","3/13/2019 2:13:37 PM","9/30/2021 8:26:08 AM","Windows 10 Enterprise","10.0 (17763)",,,"CN=HSRNI0FCD,OU=BRNI,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"c1mtf22sh3qk$","c1mtf22sh3qk","7/25/2018 11:22:55 AM","7/29/2019 3:27:22 PM","Mac OS X","10.13.6",,,"CN=c1mtf22sh3qk,OU=Helpdesk,OU=ITS,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPALM8623B$","HSPALM8623B","3/14/2019 2:39:42 PM","11/30/2021 9:13:20 AM","Windows 10 Enterprise","10.0 (18362)",,,"CN=HSPALM8623B,OU=Pathology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCEDC472$","HSCEDC472","1/18/2018 9:59:39 AM","10/13/2021 10:44:59 AM","Windows 10 Enterprise","10.0 (15063)",,,"CN=HSCEDC472,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSRNIFLOAT1$","HSRNIFLOAT1","3/14/2019 3:39:33 PM","10/13/2021 10:48:46 AM","Windows 10 Enterprise","10.0 (17763)",,,"CN=HSRNIFLOAT1,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCED98CD$","HSCED98CD","3/15/2019 11:47:43 AM","10/23/2020 12:30:32 PM","Windows 10 Enterprise","10.0 (17763)",,,"CN=HSCED98CD,OU=CED,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ITSWEB-HVSOLE1$","ITSWEB-HVSOLE1","3/15/2019 1:36:54 PM","12/4/2021 3:14:35 AM","Windows Server 2019 Standard","10.0 (17763)",,,"CN=ITSWEB-HVSOLE1,OU=ITS Web Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS842B2B9640D5$","HS842B2B9640D5","1/23/2013 3:11:41 PM","10/13/2021 10:44:13 AM","Windows 7 Enterprise","6.1 (7601)","Service Pack 1",,"CN=HS842B2B9640D5,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMICRO1B45$","HSMICRO1B45","3/18/2019 7:09:43 AM","11/30/2021 1:32:45 AM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSMICRO1B45,OU=Microbiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMICROF5FC$","HSMICROF5FC","3/18/2019 8:04:03 AM","3/16/2020 10:03:14 AM","Windows 10 Enterprise","10.0 (17134)",,,"CN=HSMICROF5FC,OU=Microbiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMICROE9E3$","HSMICROE9E3","3/18/2019 9:14:25 AM","12/5/2021 1:24:16 AM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HSMICROE9E3,OU=Microbiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ITSWEB-AMORAN$","ITSWEB-AMORAN","3/15/2019 10:19:34 AM","12/9/2021 9:58:03 AM","Windows 10 Enterprise","10.0 (19041)",,,"CN=ITSWEB-AMORAN,OU=WebDB,OU=ITS,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-BIO-6E1F$","HS-BIO-6E1F","3/18/2019 10:34:27 AM","12/8/2021 9:30:49 AM","Windows 10 Enterprise","10.0 (19041)",,,"CN=HS-BIO-6E1F,OU=Biochemistry,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSEXPHYS9ECC$","HSEXPHYS9ECC","3/18/2019 9:10:59 AM","12/2/2021 2:02:37 PM","Windows 10 Enterprise","10.0 (19042)",,,"CN=HSEXPHYS9ECC,OU=Exercise Physiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ITSWEB-AMORLAP$","ITSWEB-AMORLAP","3/18/2019 1:13:15 PM","12/9/2021 11:48:49 AM","Windows 10 Pro","10.0 (19043)",,,"CN=ITSWEB-AMORLAP,OU=WebDB,OU=ITS,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PBHS$","PBHS","3/18/2019 1:54:32 PM","10/13/2021 10:51:49 AM","Windows 10 Enterprise","10.0 (17134)",,,"CN=PBHS,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVU114ZGN$","CWVU114ZGN","3/18/2019 12:24:54 PM","10/6/2021 1:10:35 PM","Windows 10 Enterprise","10.0 (17763)",,,"CN=CWVU114ZGN,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSURG3A7E$","HSSURG3A7E","3/18/2019 3:36:07 PM","12/2/2021 10:45:52 PM","Windows 10 Enterprise","10.0 (19042)",,,"CN=HSSURG3A7E,OU=Surgery,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSRNILPITS$","HSRNILPITS","2/25/2019 2:33:56 PM","11/30/2021 2:15:12 PM","Windows 10 Enterprise","10.0 (18363)",,,"CN=HSRNILPITS,OU=Behavioral Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-CTSI-936E$","HS-CTSI-936E","3/19/2019 10:29:27 AM","5/20/2020 4:47:30 PM","Windows 10 Enterprise","10.0 (17134)",,,"CN=HS-CTSI-936E,OU=WVCTSI,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
