"Name","Enabled","PasswordLastSet","OperatingSystem","distinguishedName"
"HSBRNIDDC0","True","1/28/2020 3:14:06 PM","Windows 7 Enterprise","CN=HSBRNIDDC0,OU=BRNI,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"EXPHYS-RGMILLER","True","1/29/2020 9:33:47 AM","Windows 10 Enterprise","CN=EXPHYS-RGMILLER,OU=Human Performance,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SOD-EMH0006","True","1/29/2020 12:00:59 PM","Windows 10 Pro","CN=SOD-EMH0006,OU=SOD,OU=Student Laptops,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMEDAA6E","True","1/29/2020 2:30:05 PM","Windows 7 Enterprise","CN=HSMEDAA6E,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBIOCHEM16F9","True","1/29/2020 3:22:35 PM","Windows 10 Enterprise","CN=HSBIOCHEM16F9,OU=Biochemistry,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H63001","True","1/29/2020 3:46:41 PM","Windows 10 Enterprise","CN=H63001,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVU9KV2SZ2","True","1/30/2020 10:29:23 AM","Windows 10 Enterprise","CN=CWVU9KV2SZ2,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVUH044T52","True","1/30/2020 11:56:05 AM","Windows 10 Enterprise","CN=CWVUH044T52,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVU05YBWE","True","1/30/2020 2:19:10 PM","Windows 10 Enterprise","CN=CWVU05YBWE,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSRNI6B7D","True","1/30/2020 4:17:24 PM","Windows 10 Enterprise","CN=HSRNI6B7D,OU=BRNI,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H57296","True","1/31/2020 7:23:40 AM","Windows 10 Enterprise","CN=H57296,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBPS7C90","True","1/31/2020 8:48:36 AM","Windows 10 Enterprise","CN=HSBPS7C90,OU=SOP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC-FM-ELE7","True","1/31/2020 10:52:45 AM","Windows 10 Enterprise","CN=HSC-FM-ELE7,OU=Facilities,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSFACIL615D","True","1/31/2020 1:16:55 PM","Windows 10 Enterprise","CN=HSFACIL615D,OU=Facilities,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSON66A2","True","1/31/2020 1:27:54 PM","Windows 10 Enterprise","CN=HSSON66A2,OU=SON,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMICROE6540","True","1/31/2020 5:49:13 PM","Windows 10 Enterprise","CN=HSMICROE6540,OU=Lab Machines,OU=Microbiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVULP11","True","2/1/2020 1:33:12 AM","Windows 10 Enterprise","CN=CWVULP11,OU=Public,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCEDD3E8","True","2/2/2020 3:59:42 AM","Windows 10 Enterprise","CN=HSCEDD3E8,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPEDS9EC2","True","2/3/2020 2:57:15 AM","Windows 10 Enterprise","CN=HSPEDS9EC2,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSURG1A6D","True","2/3/2020 9:31:16 AM","Windows 10 Enterprise","CN=HSSURG1A6D,OU=Surgery,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPALM5477D","True","2/3/2020 9:31:46 AM","Windows 10 Enterprise","CN=HSPALM5477D,OU=Pathology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PHYSIOF201","True","2/3/2020 9:41:14 AM","Windows 10 Enterprise","CN=PHYSIOF201,OU=Physiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPH0000581","True","2/3/2020 11:45:38 AM","Windows 10 Enterprise","CN=HSSPH0000581,OU=SPH Laptops,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSENTA4AD","True","2/3/2020 2:39:36 PM","Windows 10 Enterprise","CN=HSENTA4AD,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPALMDDF56","True","2/3/2020 7:14:38 PM","Windows 10 Enterprise","CN=HSPALMDDF56,OU=Pathology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOMFEC8","True","2/4/2020 4:48:20 AM","Windows 10 Enterprise","CN=HSSOMFEC8,OU=Physiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPH0000200","True","2/4/2020 4:52:14 AM","Windows 10 Enterprise","CN=HSSPH0000200,OU=EPIDEM,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPH0001012","True","2/4/2020 6:13:07 AM","Windows 10 Enterprise","CN=HSSPH0001012,OU=PRC,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSRURHEA0807","True","2/4/2020 8:43:10 AM","Windows 10 Enterprise","CN=HSRURHEA0807,OU=SCCM Imaged,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPEDS8CB5","True","2/4/2020 9:53:43 AM","Windows 10 Enterprise","CN=HSPEDS8CB5,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSRESGRADD8A0","True","2/4/2020 1:24:34 PM","Windows 10 Enterprise","CN=HSRESGRADD8A0,OU=ResGrad,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSOBGYN03426","True","2/4/2020 1:43:57 PM","Windows 10 Enterprise","CN=HSOBGYN03426,OU=OBGYN,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"RAD5V538L2","True","2/5/2020 7:18:02 AM","Windows 10 Enterprise","CN=RAD5V538L2,OU=Radiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSETHICSC969","True","2/5/2020 9:04:15 AM","Windows 10 Enterprise","CN=HSETHICSC969,OU=Ethics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSON4EB9","True","2/5/2020 9:22:22 AM","Windows 10 Enterprise","CN=HSSON4EB9,OU=SON,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSHSTA859F","True","2/5/2020 9:33:49 AM","Windows 10 Enterprise","CN=HSHSTA859F,OU=HSTA,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"sph-cmontgo2","True","2/5/2020 1:09:51 PM","Windows 10 Pro","CN=sph-cmontgo2,OU=Student Laptops,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCTSI6021","True","2/5/2020 1:29:06 PM","Windows 10 Enterprise","CN=HSCTSI6021,OU=WVCTSI,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMBRCCF591","True","2/5/2020 2:25:05 PM","Windows 10 Enterprise","CN=HSMBRCCF591,OU=MBRCC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H70785","True","2/5/2020 5:26:44 PM","Windows 10 Enterprise","CN=H70785,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBIOMED7B61","True","2/5/2020 7:26:39 PM","Windows 7 Enterprise","CN=HSBIOMED7B61,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSOBGYN0213","True","2/6/2020 7:14:16 AM","Windows 10 Enterprise","CN=HSOBGYN0213,OU=OBGYN,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSOBGYN33A3","True","2/6/2020 7:51:46 AM","Windows 10 Enterprise","CN=HSOBGYN33A3,OU=OBGYN,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"it2093162207","True","2/6/2020 9:49:10 AM","Windows 10 Enterprise","CN=it2093162207,OU=Non-Persistent,OU=Non-Research,OU=VDI,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPH0000511","True","2/6/2020 10:15:04 AM","Windows 10 Enterprise","CN=HSSPH0000511,OU=SPH Laptops,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPH0000032","True","2/6/2020 10:39:26 AM","Windows 10 Enterprise","CN=HSSPH0000032,OU=SPH Laptops,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPHYSIOA158","True","2/6/2020 7:52:51 PM","Windows 10 Pro","CN=HSPHYSIOA158,OU=Physiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"DESKTOP-0FJ4B6E","True","2/6/2020 11:16:40 PM","Windows 10 Enterprise 2016 LTSB","CN=DESKTOP-0FJ4B6E,OU=Other Computers,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCTSI5F47","True","2/7/2020 1:21:07 PM","Windows 10 Enterprise","CN=HSCTSI5F47,OU=WVCTSI,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H58481","True","2/7/2020 6:40:17 PM","Windows 10 Enterprise","CN=H58481,OU=SOM,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPH0000322","True","2/8/2020 6:22:43 PM","Windows 10 Enterprise","CN=HSSPH0000322,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ITSWEB-WEBDEV2","True","2/8/2020 11:34:16 PM","Windows Server 2016 Standard","CN=ITSWEB-WEBDEV2,OU=ITS Web Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPH0000169","True","2/10/2020 3:43:25 AM","Windows 10 Enterprise","CN=HSSPH0000169,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCED87C9","True","2/10/2020 7:37:25 AM","Windows 10 Enterprise","CN=HSCED87C9,OU=CED,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PHYSIO0C1B","True","2/10/2020 8:11:36 AM","Windows 7 Enterprise","CN=PHYSIO0C1B,OU=Physiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPH0001018","True","2/10/2020 8:49:05 AM","Windows 10 Enterprise","CN=HSSPH0001018,OU=SPH Laptops,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-WVUCPRC-B696","False","2/10/2020 9:18:27 AM","Windows 10 Enterprise","CN=HS-WVUCPRC-B696,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"sdl18012","True","2/10/2020 9:44:17 AM","Mac OS X","CN=sdl18012,OU=General,OU=SOD,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPH0000873","True","2/10/2020 9:45:10 AM","Windows 10 Enterprise","CN=HSSPH0000873,OU=SPH Laptops,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPH0000264","True","2/10/2020 10:31:00 AM","Windows 10 Enterprise","CN=HSSPH0000264,OU=SPH Laptops,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOPEC74","True","2/10/2020 10:59:06 AM","Windows 10 Enterprise","CN=HSSOPEC74,OU=SOP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBIOCHEM9ECC","True","2/10/2020 1:45:49 PM","Windows 10 Enterprise","CN=HSBIOCHEM9ECC,OU=Biochemistry,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPALM53E32","True","2/10/2020 1:46:25 PM","Windows 10 Enterprise","CN=HSPALM53E32,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMICRO8CAB","True","2/10/2020 3:22:35 PM","Windows 10 Enterprise","CN=HSMICRO8CAB,OU=General,OU=Microbiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SOD-MKANOW","True","2/11/2020 9:14:55 AM","Windows 10 Pro","CN=SOD-MKANOW,OU=SOD,OU=Student Laptops,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSHUMANPERF30BB","True","2/11/2020 11:48:58 AM","Windows 10 Enterprise","CN=HSHUMANPERF30BB,OU=Human Performance,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSITSBF6F","True","2/11/2020 11:59:10 AM","Windows 10 Pro","CN=HSITSBF6F,OU=ITS,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MLSLAPTOP1","True","2/11/2020 12:08:32 PM","Windows 10 Enterprise","CN=MLSLAPTOP1,OU=Pathology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBMEDLP2FAB","True","2/12/2020 8:15:16 AM","Windows 10 Enterprise","CN=HSBMEDLP2FAB,OU=Behavioral Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBMEDTEL4C89","True","2/12/2020 9:58:46 AM","Windows 10 Enterprise","CN=HSBMEDTEL4C89,OU=Behavioral Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-CPRC","True","2/12/2020 11:50:29 AM","Windows Server 2016 Standard","CN=HS-CPRC,OU=Systems Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOPA31C","True","2/12/2020 12:40:55 PM","Windows 10 Enterprise","CN=HSSOPA31C,OU=SOP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVU8YSCGK2","True","2/12/2020 1:18:57 PM","Windows 10 Enterprise","CN=CWVU8YSCGK2,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H56926","True","2/12/2020 2:03:00 PM","Windows 10 Enterprise","CN=H56926,OU=Emergency Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOP9287","True","2/12/2020 5:03:28 PM","Windows 10 Enterprise","CN=HSSOP9287,OU=SOP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOPAD29","True","2/12/2020 6:46:49 PM","Windows 10 Enterprise","CN=HSSOPAD29,OU=SOP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOP91D5","True","2/13/2020 4:14:48 AM","Windows 10 Enterprise","CN=HSSOP91D5,OU=SOP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOPBA68","True","2/13/2020 5:19:41 AM","Windows 10 Enterprise","CN=HSSOPBA68,OU=SOP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOP923A","True","2/13/2020 5:32:59 AM","Windows 10 Enterprise","CN=HSSOP923A,OU=SOP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVUMJ02MF7M","True","2/13/2020 7:12:00 AM","Windows 10 Enterprise","CN=CWVUMJ02MF7M,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOPA315","True","2/13/2020 7:19:06 AM","Windows 10 Enterprise","CN=HSSOPA315,OU=SOP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOP1FA0","True","2/13/2020 8:27:31 AM","Windows 10 Enterprise","CN=HSSOP1FA0,OU=SOP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBIOCHEM2E8A","True","2/13/2020 11:03:52 AM","Windows 10 Enterprise","CN=HSBIOCHEM2E8A,OU=Biochemistry,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSOBGYN011087","True","2/13/2020 11:17:26 AM","Windows 10 Enterprise","CN=HSOBGYN011087,OU=OBGYN,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ITS-MDTVBACKUP","True","2/13/2020 12:01:22 PM","Windows 10 Enterprise","CN=ITS-MDTVBACKUP,OU=ETRU Classrooms,OU=Student,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVU1NL0FX2","True","2/13/2020 12:08:06 PM","Windows 10 Enterprise","CN=CWVU1NL0FX2,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ITS-CRBACKUP4","True","2/13/2020 2:28:13 PM","Windows 10 Enterprise","CN=ITS-CRBACKUP4,OU=ETRU Classrooms,OU=Student,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBMEDLP5EB6","True","2/13/2020 3:51:29 PM","Windows 10 Enterprise","CN=HSBMEDLP5EB6,OU=Behavioral Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSRNI067D","True","2/13/2020 11:00:01 PM","Windows 10 Enterprise","CN=HSRNI067D,OU=BRNI,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPH0000310","True","2/14/2020 10:20:01 AM","Windows 10 Enterprise","CN=HSSPH0000310,OU=SPH Laptops,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PHYSIO65B7","True","2/14/2020 10:52:46 AM","Windows 10 Enterprise","CN=PHYSIO65B7,OU=Physiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ITS-1131","True","2/14/2020 11:50:37 AM","Windows 10 Enterprise","CN=ITS-1131,OU=ETRU Classrooms,OU=Student,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOPAC0A","True","2/14/2020 12:07:41 PM","Windows 10 Enterprise","CN=HSSOPAC0A,OU=SOP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPH0000148","True","2/15/2020 10:34:12 AM","Windows 10 Enterprise","CN=HSSPH0000148,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H62186","True","2/16/2020 12:38:22 PM","Windows 10 Enterprise","CN=H62186,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSHSTAB72F","True","2/16/2020 10:48:38 PM","Windows 10 Enterprise","CN=HSHSTAB72F,OU=HSTA,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"DH-ALBAUER","True","2/17/2020 10:08:25 AM","Windows 10 Pro","CN=DH-ALBAUER,OU=DH,OU=Student Laptops,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H73711","True","2/17/2020 2:03:02 PM","Windows 10 Enterprise","CN=H73711,OU=Radiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"it191922314","True","2/17/2020 4:02:34 PM","Windows 10 Enterprise","CN=it191922314,OU=Non-Persistent,OU=Non-Research,OU=VDI,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPH0000573","True","2/17/2020 4:05:51 PM","Windows 10 Enterprise","CN=HSSPH0000573,OU=PRC,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"DRDAVIDSMITH-PC","True","2/17/2020 5:44:25 PM","Windows 7 Professional","CN=DRDAVIDSMITH-PC,OU=Biochemistry,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPH0000885","True","2/17/2020 9:04:35 PM","Windows 10 Enterprise","CN=HSSPH0000885,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSONE53B","True","2/18/2020 12:21:29 PM","Windows 10 Enterprise","CN=HSSONE53B,OU=SON,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MININT-LIM9NMQ","True","2/18/2020 1:00:58 PM","Windows 10 Enterprise","CN=MININT-LIM9NMQ,OU=SOM,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSNEURODA92","True","2/18/2020 1:13:03 PM","Windows 10 Enterprise","CN=HSNEURODA92,OU=Neurology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"WVUCICPCE821","True","2/18/2020 1:51:41 PM","Windows 10 Pro","CN=WVUCICPCE821,OU=MBRCC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSRNI0A25","True","2/18/2020 2:20:00 PM","Windows 10 Enterprise","CN=HSRNI0A25,OU=BRNI,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPH0000807","True","2/19/2020 10:45:31 AM","Windows 10 Enterprise","CN=HSSPH0000807,OU=SPH Laptops,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPEDS6C43","True","2/19/2020 11:18:06 AM","Windows 10 Enterprise","CN=HSPEDS6C43,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H73270","True","2/19/2020 12:17:23 PM","Windows 10 Enterprise","CN=H73270,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSADMIN2DA2","True","2/19/2020 2:03:35 PM","Windows 10 Enterprise","CN=HSADMIN2DA2,OU=Admin,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPH0000492","True","2/19/2020 3:08:07 PM","Windows 10 Enterprise","CN=HSSPH0000492,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"it1405541965","True","2/20/2020 12:41:22 PM","Windows 10 Enterprise","CN=it1405541965,OU=Non-Persistent,OU=Non-Research,OU=VDI,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SPH-BMHENDRICKS","True","2/20/2020 12:56:09 PM","Windows 8.1 Pro","CN=SPH-BMHENDRICKS,OU=Student Laptops,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCORTHOA27D","True","2/20/2020 1:16:27 PM","Windows 7 Enterprise","CN=HSCORTHOA27D,OU=Ortho,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPH0000521","True","2/20/2020 1:18:13 PM","Windows 10 Enterprise","CN=HSSPH0000521,OU=SPH Laptops,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMICROF5FC","True","2/21/2020 6:03:13 AM","Windows 10 Enterprise","CN=HSMICROF5FC,OU=Microbiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ITSWEB-EWELLER","True","2/21/2020 7:21:47 AM","Windows 10 Enterprise","CN=ITSWEB-EWELLER,OU=WebDB,OU=ITS,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PHYSIO96C7","True","2/21/2020 8:21:37 AM","Windows 7 Enterprise","CN=PHYSIO96C7,OU=Physiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SOD-CMPAYNE","True","2/21/2020 8:24:46 AM","Windows 10 Pro","CN=SOD-CMPAYNE,OU=Student Laptops,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ITSWEB-IDTEMP2","True","2/21/2020 8:33:02 AM","Windows 10 Enterprise","CN=ITSWEB-IDTEMP2,OU=WebDB,OU=ITS,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPALM2BFBBY","True","2/21/2020 8:40:00 AM","Windows 10 Enterprise","CN=HSPALM2BFBBY,OU=Pathology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSONB179","True","2/21/2020 9:26:15 AM","Windows 10 Enterprise","CN=HSSONB179,OU=SON,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSOBGYN01153","True","2/21/2020 10:40:55 AM","Windows 10 Enterprise","CN=HSOBGYN01153,OU=OBGYN,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PHYSIOA371","True","2/21/2020 10:44:47 AM","Windows 10 Enterprise","CN=PHYSIOA371,OU=Physiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSOBGYN91053","True","2/21/2020 10:44:47 AM","Windows 10 Enterprise","CN=HSOBGYN91053,OU=OBGYN,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSANIMF84C8","True","2/21/2020 3:02:34 PM","Windows 10 Enterprise","CN=HSANIMF84C8,OU=Animal Quarters,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSRDGWY01","True","2/21/2020 3:09:00 PM","Windows Server 2016 Standard","CN=HSRDGWY01,OU=RDSH,OU=Systems Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOPCB29","True","2/21/2020 3:35:57 PM","Windows 10 Enterprise","CN=HSSOPCB29,OU=SOP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBMED3CC0","True","2/22/2020 10:58:14 AM","Windows 10 Enterprise","CN=HSBMED3CC0,OU=Behavioral Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSRESGRADCFCF","True","2/24/2020 8:07:33 AM","Windows 10 Enterprise","CN=HSRESGRADCFCF,OU=ResGrad,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBRNIB614","True","2/24/2020 8:15:16 AM","Windows 10 Enterprise","CN=HSBRNIB614,OU=BRNI,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPH0001054","True","2/24/2020 8:48:50 AM","Windows 10 Enterprise","CN=HSSPH0001054,OU=SPH Laptops,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSOLAR7749","True","2/24/2020 10:11:15 AM","Windows 10 Enterprise","CN=HSOLAR7749,OU=Animal Quarters,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSHPERFLAP","True","2/24/2020 10:25:24 AM","Windows 10 Enterprise","CN=HSHPERFLAP,OU=Human Performance,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPTE042","True","2/24/2020 11:01:29 AM","Windows 10 Enterprise","CN=HSPTE042,OU=PT,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
