"GroupName","SamAccountName","GroupCount"
"HS VDI COVID-19 Data Repository Faculty","HS VDI COVID-19 Data Repository Faculty","11"
"HS VDI COVID-19 Data Repository Student","HS VDI COVID-19 Data Repository Student","1"
"HS VDI Convalescent plasma donor COVID19 Faculty","HS VDI Convalescent plasma donor COVID19 Faculty","4"
"HS VDI Convalescent plasma donor COVID19 Student","HS VDI Convalescent plasma donor COVID19 Student","0"
"HS VDI Adcock Stroke","HS VDI Adcock Stroke","8"
"1302E-HP1320n Group","1302E-HP1320n Group","2"
"Epidemiology Capstone Share Group","Epidemiology Capstone Share Group","3"
"WVUM File Share Users","WVUM File Share Users","1"
"HS VDI SARS-CoV-2 Neurological Manifestation Faculty","HS VDI SARS-CoV-2 Neurological Manifestation Faculty","5"
"HS VDI SARS-CoV-2 Neurological Manifestation Student","HS VDI SARS-CoV-2 Neurological Manifestation Student","0"
"HS VDI EffectofStLegOnNarcoticsTraumaPatient Faculty","HS VDI EffectofStLegOnNarcoticsTraumaPatient Faculty","3"
"HS VDI EffectofStLegOnNarcoticsTraumaPatient Student","HS VDI EffectofStLegOnNarcoticsTraumaPatient Student","1"
"HS VDI Educational Records and Health Data Faculty","HS VDI Educational Records and Health Data Faculty","1"
"HS VDI Educational Records and Health Data Student","HS VDI Educational Records and Health Data Student","2"
"jthompson COVID19 PtOutcomes","jthompson COVID19 PtOutcomes","3"
"Covid 19 White Boards","Covid 19 White Boards","7"
"HS VDI PML multiple sclerosis systemic review Faculty","HS VDI PML multiple sclerosis systemic review Faculty","2"
"HS VDI PML multiple sclerosis systemic review Student","HS VDI PML multiple sclerosis systemic review Student","0"
"Horizon Helpdesk Console","Horizon Helpdesk Console","5"
"HS VDI WV COVID-19 ACE ARB Faculty","HS VDI WV COVID-19 ACE ARB Faculty","2"
"HS VDI WV COVID-19 ACE ARB Student","HS VDI WV COVID-19 ACE ARB Student","0"
"HS VDI Appalachian Mind Health Initiative Faculty","HS VDI Appalachian Mind Health Initiative Faculty","11"
"HS VDI Appalachian Mind Health Initiative Student","HS VDI Appalachian Mind Health Initiative Student","1"
"Hospice-Palliative Fellow Share Group","Hospice-Palliative Fellow Share Group","2"
"Sleep Medicine Share Group","Sleep Medicine Share Group","1"
"Software-PatchCleaner-A","Software-PatchCleaner-A","0"
"Software-PatchCleaner-F","Software-PatchCleaner-F","0"
"HS VDI COVID 19 WVUM AI Faculty","HS VDI COVID 19 WVUM AI Faculty","3"
"HS VDI COVID 19 WVUM AI Student","HS VDI COVID 19 WVUM AI Student","0"
"2318-ricoh-im-c4500 Group","2318-ricoh-im-c4500 Group","Error Getting Group Count"
"jthompson Colitis ED","jthompson Colitis ED","3"
"HS VDI Urgent Care Data Faculty","HS VDI Urgent Care Data Faculty","3"
"HS VDI Urgent Care Data Student","HS VDI Urgent Care Data Student","0"
"HS VDI Drug Free Moms and Babies Project Faculty","HS VDI Drug Free Moms and Babies Project Faculty","2"
"HS VDI Drug Free Moms and Babies Project Student","HS VDI Drug Free Moms and Babies Project Student","0"
"jthompson MRCP procedure comparison","jthompson MRCP procedure comparison","4"
"HS VDI COVID-19 registry Faculty","HS VDI COVID-19 registry Faculty","5"
"HS VDI COVID-19 registry Student","HS VDI COVID-19 registry Student","0"
"HS-Keys Admin","HS-Keys Admin","4"
"HS VDI Grossman Diabetes","HS VDI Grossman Diabetes","5"
"HS CTSI VDI WV State COVID Modeling Group","HS CTSI VDI WV State COVID Modeling Group","16"
"HS CTSI Y Drive","HS CTSI Y Drive","15"
"HS VDI Randomized Data for Biofire Faculty","HS VDI Randomized Data for Biofire Faculty","2"
"HS VDI Randomized Data for Biofire Student","HS VDI Randomized Data for Biofire Student","0"
"HS VDI Atypical Hyperplasia Undergoing Reduction Faculty","HS VDI Atypical Hyperplasia Undergoing Reduction Faculty","5"
"HS VDI Atypical Hyperplasia Undergoing Reduction Student","HS VDI Atypical Hyperplasia Undergoing Reduction Student","3"
"ENT Medical Files Share Group","ENT Medical Files Share Group","5"
"BEHM VPN Group","BEHM VPN Group","0"
"HS CTSI WVDHHR COVID","HS CTSI WVDHHR COVID","15"
"WVUH Synapseviewer Group","WVUH Synapseviewer Group","33"
"SOP Data Backup Share Group","SOP Data Backup Share Group","2"
"HS VDI PCORI","HS VDI PCORI","3"
"RDSH Users VPN group","RDSH Users VPN group","8"
"Choi Lab Share Group","Choi Lab Share Group","6"
"HS VDI LBP Group","HS VDI LBP Group","3"
"HS CTSI Endo ECHO Data Group","HS CTSI Endo ECHO Data Group","8"
"HAPI Surface Users","HAPI Surface Users","1"
"HS VDI Memory Health Clinic Group","HS VDI Memory Health Clinic Group","6"
"g10-ricoh-im-c4500 Group","g10-ricoh-im-c4500 Group","6"
"5500-bizhub-c3100p Group","5500-bizhub-c3100p Group","1"
"PowerBI Licensing Group","PowerBI Licensing Group","5"
"Psychology RDP Users","Psychology RDP Users","12"
"VDI SaTScan","VDI SaTScan","1"
"HSC InTune Users","HSC InTune Users","14"
"SPH InTune Users","SPH InTune Users","5"
"VDI ArcGIS SPH","VDI ArcGIS SPH","8"
"WVUH NeuroWorks App","WVUH NeuroWorks App","40"
"HS VDI Cowher AUS Project Faculty","HS VDI Cowher AUS Project Faculty","4"
"HS VDI Cowher AUS Project Student","HS VDI Cowher AUS Project Student","9"
"Biochem Intune Users","Biochem Intune Users","2"
"HS$$$","HS$$$","0"
"Plastic Surgery Department Share","Plastic Surgery Department Share","9"
"Plastic Surgery Residency Share","Plastic Surgery Residency Share","10"
"HS VDI DHHR BMS Group","HS VDI DHHR BMS Group","2"
"Peds Intune Users","Peds Intune Users","2"
"HS VDI Covid Airway Mangement Faculty","HS VDI Covid Airway Mangement Faculty","0"
"HS VDI Covid Airway Mangement Student","HS VDI Covid Airway Mangement Student","5"
"HS VDI WVCTSI Budgets Faculty","HS VDI WVCTSI Budgets Faculty","8"
"HS VDI WVCTSI Budgets Student","HS VDI WVCTSI Budgets Student","0"
"HSCPowerShellWrite","HSCPowerShellWrite","5"
"HSCPowerShellRead","HSCPowerShellRead","12"
"HS VDI TriNetX Validation BIOLOGICS Faculty","HS VDI TriNetX Validation BIOLOGICS Faculty","3"
"HS VDI TriNetX Validation BIOLOGICS Student","HS VDI TriNetX Validation BIOLOGICS Student","0"
"its-rc-hsc-research-lab-weil","its-rc-hsc-research-lab-weil","3"
"HS VDI Fibrosis Faculty","HS VDI Fibrosis Faculty","3"
"HS VDI Fibrosis Student","HS VDI Fibrosis Student","0"
"MBRCC Intune Users","MBRCC Intune Users","1"
"HS VDI COVID-19 Testing Results Group","HS VDI COVID-19 Testing Results Group","9"
"WVUH Natus App","WVUH Natus App","4"
"HS VDI Chronic Subdural Hematoma Study Faculty","HS VDI Chronic Subdural Hematoma Study Faculty","1"
"HS VDI Chronic Subdural Hematoma Study Student","HS VDI Chronic Subdural Hematoma Study Student","0"
"HS VDI CTN-0099 ED-INNOVATION RCT Faculty","HS VDI CTN-0099 ED-INNOVATION RCT Faculty","2"
"HS VDI CTN-0099 ED-INNOVATION RCT Student","HS VDI CTN-0099 ED-INNOVATION RCT Student","3"
"H-NDC-DR-RM107-PTR Group","H-NDC-DR-RM107-PTR Group","1"
"WVSTEPS Lab Accounts","WVSTEPS Lab Accounts","113"
"MGP-Hospitalist RW Group","MGP-Hospitalist RW Group","9"
"RDSH Secure IE","RDSH Secure IE","1"
"RDSH Teams","RDSH Teams","2"
"HS VDI WVU COVID-19 Testing Faculty","HS VDI WVU COVID-19 Testing Faculty","11"
"HS VDI WVU COVID-19 Testing Student","HS VDI WVU COVID-19 Testing Student","0"
"1183A-HP1300 Group","1183A-HP1300 Group","4"
"its-rc-hsc-research-lab-busada","its-rc-hsc-research-lab-busada","6"
"HS VDI Medical Training","HS VDI Medical Training","17"
"HS VDI UCSF Work and RA study Faculty","HS VDI UCSF Work and RA study Faculty","4"
"HS VDI UCSF Work and RA study Student","HS VDI UCSF Work and RA study Student","0"
"7317-Ricoh Group","7317-Ricoh Group","6"
"HS VDI Severity pulmonary infection COVID ML Faculty","HS VDI Severity pulmonary infection COVID ML Faculty","1"
"HS VDI Severity pulmonary infection COVID ML Student","HS VDI Severity pulmonary infection COVID ML Student","0"
"HS VDI Stansbury OSA","HS VDI Stansbury OSA","8"
"SPHShare PRC_OurFutureWV","SPHShare PRC_OurFutureWV","4"
"HS VDI Athlete COVID-19 Testing Faculty","HS VDI Athlete COVID-19 Testing Faculty","4"
"HS VDI Athlete COVID-19 Testing Student","HS VDI Athlete COVID-19 Testing Student","0"
"OBGYN Clerkship Administration Group Share","OBGYN Clerkship Administration Group Share","6"
"HS VDI Rudisill MAT Group","HS VDI Rudisill MAT Group","0"
"HS VDI Rudisill MAT Group","HS VDI Rudisill MAT Group","5"
"jthompson Obesity QI","jthompson Obesity QI","8"
"ENT Allergy Clinic Group Share","ENT Allergy Clinic Group Share","1"
"ITS Intune Test Group","ITS Intune Test Group","0"
"HS VDI RE-GROW Faculty","HS VDI RE-GROW Faculty","12"
"HS VDI RE-GROW Student","HS VDI RE-GROW Student","2"
"HS VDI Grossman birth control","HS VDI Grossman birth control","7"
"rni-1N230-minolta-c224e Group","rni-1N230-minolta-c224e Group","Error Getting Group Count"
"1199B-Bizhub Group","1199B-Bizhub Group","2"
"Neurology Resident Archives File Share","Neurology Resident Archives File Share","5"
"HS VDI Appalachian Mind Health Initiative Vendor","HS VDI Appalachian Mind Health Initiative Vendor","1"
"2317a-minolta-4700p Group","2317a-minolta-4700p Group","5"
"2156-minolta-4700p Group","2156-minolta-4700p Group","6"
"HS VDI Lan Guo Samples Faculty","HS VDI Lan Guo Samples Faculty","2"
"HS VDI Lan Guo Samples Student","HS VDI Lan Guo Samples Student","1"
"HSC VDI Medicaid Research Parent Group","HSC VDI Medicaid Research Parent Group","3"
"HS VDI EPID675 Students","HS VDI EPID675 Students","4"
"HS VDI EPID675 Faculty","HS VDI EPID675 Faculty","3"
"WVU-Sodexo-IOT Group","WVU-Sodexo-IOT Group","4"
"its-rc-hsc-research-lab-boone","its-rc-hsc-research-lab-boone","5"
"ENT Educational Lectures Share Group","ENT Educational Lectures Share Group","35"
"Resgrad Graduate Studies Folder Share Group","Resgrad Graduate Studies Folder Share Group","2"
"Basuda Lab","Basuda Lab","1"
"Pathology Covid Lab Computers","Pathology Covid Lab Computers","6"
"jthompson ID Fellows","jthompson ID Fellows","6"
"4093a-minolta-c3110 Group","4093a-minolta-c3110 Group","10"
"HS VDI Procalcitonin Ruby Data Faculty","HS VDI Procalcitonin Ruby Data Faculty","1"
"HS VDI Procalcitonin Ruby Data Student","HS VDI Procalcitonin Ruby Data Student","2"
"HS VDI Rural Distrust Transferred Patients Faculty","HS VDI Rural Distrust Transferred Patients Faculty","1"
"HS VDI Rural Distrust Transferred Patients Student","HS VDI Rural Distrust Transferred Patients Student","2"
"HS VDI COVID-19 External Validation Dataset Faculty","HS VDI COVID-19 External Validation Dataset Faculty","2"
"HS VDI COVID-19 External Validation Dataset Student","HS VDI COVID-19 External Validation Dataset Student","0"
"Software-Zoom-F","Software-Zoom-F","78"
"OBGYN Admin File Share Group","OBGYN Admin File Share Group","3"
"g280b-hp2430 Group","g280b-hp2430 Group","0"
"HS VDI Ed proximity study Faculty","HS VDI Ed proximity study Faculty","2"
"HS VDI Ed proximity study Student","HS VDI Ed proximity study Student","1"
"HS VDI Sraj Shafic- CMC_Surg_and_Pregnancy_4376 Faculty","HS VDI Sraj Shafic- CMC_Surg_and_Pregnancy_4376 Faculty","2"
"HS VDI Sraj Shafic- CMC_Surg_and_Pregnancy_4376 Student","HS VDI Sraj Shafic- CMC_Surg_and_Pregnancy_4376 Student","3"
"4082-minolta-c3100p Group","4082-minolta-c3100p Group","4"
"HS VDI Characterization of mtDNA Heteroplasmy Rates for Forensic","HS VDI Characterization of mtDNA Heteroplasmy Rates for Forensic","1"
"HS classroomfiles Mgp conference files","HS classroomfiles Mgp conference files","8"
"HS VDI 2020_2021SSC Faculty","HS VDI 2020_2021SSC Faculty","1"
"HS VDI 2020_2021SSC Student","HS VDI 2020_2021SSC Student","4"
"HS VDI ACASI Survey Faculty Group","HS VDI ACASI Survey Faculty Group","2"
"jthompson Lung Cancer Pt Char","jthompson Lung Cancer Pt Char","9"
"HS SPH Wincati Users","HS SPH Wincati Users","11"
"HS WVUM Shared User Report Group","HS WVUM Shared User Report Group","1"
"HS SPH Wincati Secure File Users","HS SPH Wincati Secure File Users","4"
"HS VDI Predicting Cardiotoxicity Faculty","HS VDI Predicting Cardiotoxicity Faculty","2"
"HS VDI Predicting Cardiotoxicity Student","HS VDI Predicting Cardiotoxicity Student","0"
"SON INSPIRE Grant File Share","SON INSPIRE Grant File Share","1"
"HS VDI Pauly PO Box","HS VDI Pauly PO Box","2"
"Office 365 A1 Group Based","Office 365 A1 Group Based","817"
"HS VDI EPID711 Faculty","HS VDI EPID711 Faculty","1"
"HS VDI EPID711 Students","HS VDI EPID711 Students","3"
"Agazie Lab Share Group","Agazie Lab Share Group","1"
"Biochem PT 20-21 File Share Group","Biochem PT 20-21 File Share Group","9"
"GME Resident Database Share Group","GME Resident Database Share Group","1"
"Biochem CSC Group","Biochem CSC Group","1"
"Physio CSC Group","Physio CSC Group","1"
"jthompson TCCT","jthompson TCCT","2"
"HS VDI OccupationCOVID19Data Faculty","HS VDI OccupationCOVID19Data Faculty","1"
"HS VDI OccupationCOVID19Data Student","HS VDI OccupationCOVID19Data Student","1"
"HS VDI Health Affairs Share","HS VDI Health Affairs Share","21"
"HS VDI BMS COVID Eval","HS VDI BMS COVID Eval","5"
"HSC CTRU CSC","HSC CTRU CSC","1"
"BMEDadmin folder group","BMEDadmin folder group","7"
"ClinicalStaffCred folder group","ClinicalStaffCred folder group","6"
"HS VDI Pauly endocarditis","HS VDI Pauly endocarditis","4"
"HS VDI Tobacco Use Data Faculty","HS VDI Tobacco Use Data Faculty","1"
"HS VDI Tobacco Use Data Student","HS VDI Tobacco Use Data Student","1"
"Software-UniferIcons-F","Software-UniferIcons-F","4"
"Software-UniferIcons-A","Software-UniferIcons-A","0"
"HS VDI immune biomarkers for differential Faculty","HS VDI immune biomarkers for differential Faculty","1"
"HS VDI immune biomarkers for differential Student","HS VDI immune biomarkers for differential Student","0"
"MLS Clinical Rotations Group","MLS Clinical Rotations Group","3"
"SOD Yomi","SOD Yomi","9"
"its-rc-hsc-research-lab-nurkiewicz","its-rc-hsc-research-lab-nurkiewicz","3"
"HS VDI France John-Lumbar_Lordosis_Dislocation_8632 Faculty","HS VDI France John-Lumbar_Lordosis_Dislocation_8632 Faculty","3"
"HS VDI France John-Lumbar_Lordosis_Dislocation_8632 Student","HS VDI France John-Lumbar_Lordosis_Dislocation_8632 Student","2"
"HS VDI Pediatric FAST Study Faculty","HS VDI Pediatric FAST Study Faculty","3"
"HS VDI Pediatric FAST Study Student","HS VDI Pediatric FAST Study Student","1"
"its-rc-hsc-research-lab-abyousaf","its-rc-hsc-research-lab-abyousaf","6"
"SCCM Console Users","SCCM Console Users","25"
"Software-RemoveSophosReboot-F","Software-RemoveSophosReboot-F","6"
"HS VDI COVID-19 Appalachian Cohort Fellows Faculty","HS VDI COVID-19 Appalachian Cohort Fellows Faculty","4"
"HS VDI COVID-19 Appalachian Cohort Fellows Student","HS VDI COVID-19 Appalachian Cohort Fellows Student","0"
"$Urology","$Urology","0"
"PALM Covid User Group","PALM Covid User Group","29"
"Surgery plastic-ccc share group","Surgery plastic-ccc share group","16"
"HS VDI Walls Warnken Capstone Project Faculty","HS VDI Walls Warnken Capstone Project Faculty","1"
"HS VDI Walls Warnken Capstone Project Student","HS VDI Walls Warnken Capstone Project Student","2"
"jthompson Osteonecrosis chronic prednisone","jthompson Osteonecrosis chronic prednisone","4"
"jthompson Microvascular disease prepost menopause","jthompson Microvascular disease prepost menopause","4"
"HS VDI ligasure device for vaginal hysterectomies Faculty","HS VDI ligasure device for vaginal hysterectomies Faculty","1"
"HS VDI ligasure device for vaginal hysterectomies Student","HS VDI ligasure device for vaginal hysterectomies Student","0"
"HS VDI Tumor Related Epilepsy Faculty","HS VDI Tumor Related Epilepsy Faculty","3"
"HS VDI Tumor Related Epilepsy Student","HS VDI Tumor Related Epilepsy Student","0"
"BEHM DBT Share Group","BEHM DBT Share Group","7"
"HS VDI Davis Telehealth","HS VDI Davis Telehealth","5"
"HS VDI Demo Group","HS VDI Demo Group","3"
"HS VDI WVURDL Group","HS VDI WVURDL Group","1"
"CRH1-BehavMain-Copy Printer Group","CRH1-BehavMain-Copy Printer Group","Error Getting Group Count"
"g111b-minolta-c3100p Group","g111b-minolta-c3100p Group","4"
"Pathology Curriculum Revision Share","Pathology Curriculum Revision Share","2"
"Tecan_2156 PC Group","Tecan_2156 PC Group","2"
"CRH1-BUSIOFFICE Printer Group","CRH1-BUSIOFFICE Printer Group","Error Getting Group Count"
"CRH1-INTERVIEW Printer Group","CRH1-INTERVIEW Printer Group","9"
"CRH1-MedReports Printer Group","CRH1-MedReports Printer Group","3"
"CRH1-NeuroPsyTest Printer Group","CRH1-NeuroPsyTest Printer Group","11"
"CRH1-Resident Printer Group","CRH1-Resident Printer Group","40"
"CRH1-WR122 Printer Group","CRH1-WR122 Printer Group","6"
"H-CRH1-CASEMGR-COPY Printer Group","H-CRH1-CASEMGR-COPY Printer Group","8"
"H-HSC1-PHARM-1617-PRT Printer Group","H-HSC1-PHARM-1617-PRT Printer Group","1"
"H-HSC1-PHARM-1617-PRT Computer Printer Group","H-HSC1-PHARM-1617-PRT Computer Printer Group","1"
"H-HSCB-RAD-ADMIN Printer Group","H-HSCB-RAD-ADMIN Printer Group","1"
"HSCB-MRI-Front Computer Printer Group","HSCB-MRI-Front Computer Printer Group","3"
"HSCB-MRI-Front Printer Group","HSCB-MRI-Front Printer Group","5"
"HSCB-RadOn-GammaK Printer Group","HSCB-RadOn-GammaK Printer Group","1"
"HSCG-Rad-Educ Printer Group","HSCG-Rad-Educ Printer Group","4"
"Ruby3-CL-Copier Printer Group","Ruby3-CL-Copier Printer Group","2"
"HS Clarity VPN Access","HS Clarity VPN Access","7"
"HS Clarity VDI Access","HS Clarity VDI Access","2"
"HS VDI Lead Exposure Analysis Faculty","HS VDI Lead Exposure Analysis Faculty","1"
"HS VDI Lead Exposure Analysis Student","HS VDI Lead Exposure Analysis Student","1"
"HS OMOP Access","HS OMOP Access","1"
"HS VDI WVU-COVID-19 Faculty","HS VDI WVU-COVID-19 Faculty","7"
"HS VDI WVU-COVID-19 Student","HS VDI WVU-COVID-19 Student","0"
"its-rc-hsc-research-lab-setola","its-rc-hsc-research-lab-setola","3"
"HS VDI SOD Dental Medicaid Project Faculty","HS VDI SOD Dental Medicaid Project Faculty","1"
"HS VDI SOD Dental Medicaid Project Student","HS VDI SOD Dental Medicaid Project Student","1"
"HS VDI SOD HbA1C Study Faculty","HS VDI SOD HbA1C Study Faculty","1"
"HS VDI SOD HbA1C Study Student","HS VDI SOD HbA1C Study Student","1"
"HS VDI Single center experience of COVID-19 outcomes Faculty","HS VDI Single center experience of COVID-19 outcomes Faculty","2"
"HS VDI Single center experience of COVID-19 outcomes Student","HS VDI Single center experience of COVID-19 outcomes Student","0"
"HS PALM Secure Drive","HS PALM Secure Drive","3"
"HS VDI COVID positive outpatients 2020 Faculty","HS VDI COVID positive outpatients 2020 Faculty","2"
"HS VDI COVID positive outpatients 2020 Student","HS VDI COVID positive outpatients 2020 Student","2"
"Vendor VPN Group","Vendor VPN Group","1"
"HS VDI Cancer Patients with SARS CoV-2 Faculty","HS VDI Cancer Patients with SARS CoV-2 Faculty","1"
"HS VDI Cancer Patients with SARS CoV-2 Student","HS VDI Cancer Patients with SARS CoV-2 Student","0"
"OBGYN Intune Users","OBGYN Intune Users","18"
"SSH External Approved Group","SSH External Approved Group","0"
"CDC SFTP Users Group","CDC SFTP Users Group","0"
"HS VDI HNC_outpt_symptom Faculty","HS VDI HNC_outpt_symptom Faculty","2"
"HS VDI HNC_outpt_symptom Student","HS VDI HNC_outpt_symptom Student","3"
"MBRCC Hemonc Fellowship Share Group","MBRCC Hemonc Fellowship Share Group","2"
"SOP CLIN Accreditation","SOP CLIN Accreditation","8"
"MGP emm0056 chief app share","MGP emm0056 chief app share","1"
"HS VDI Lead Exposure","HS VDI Lead Exposure","3"
"HS VDI Patient id for heart failure and dementia Faculty","HS VDI Patient id for heart failure and dementia Faculty","3"
"HS VDI Patient id for heart failure and dementia Student","HS VDI Patient id for heart failure and dementia Student","0"
"Neuro Intune Users","Neuro Intune Users","1"
"HS VDI COVID and Cardio-oncology Faculty","HS VDI COVID and Cardio-oncology Faculty","1"
"HS VDI COVID and Cardio-oncology Student","HS VDI COVID and Cardio-oncology Student","0"
"FSLogix Share Elevated Contributor","FSLogix Share Elevated Contributor","3"
"FSLogix Share Contributor","FSLogix Share Contributor","6"
"Surgery Intune Users","Surgery Intune Users","1"
"Heme Path Fellowship share","Heme Path Fellowship share","7"
"HS VDI Williamson & Sherry Research CCBs Faculty","HS VDI Williamson & Sherry Research CCBs Faculty","3"
"HS VDI Williamson & Sherry Research CCBs Student","HS VDI Williamson & Sherry Research CCBs Student","1"
"HS VDI Calcium Channel Blockers_Periodontal Disease Faculty","HS VDI Calcium Channel Blockers_Periodontal Disease Faculty","1"
"HS VDI Calcium Channel Blockers_Periodontal Disease Student","HS VDI Calcium Channel Blockers_Periodontal Disease Student","2"
"HS VDI cataract eye pressure Faculty","HS VDI cataract eye pressure Faculty","1"
"HS VDI cataract eye pressure Student","HS VDI cataract eye pressure Student","0"
"BMED FacultyFiles Group","BMED FacultyFiles Group","3"
"RNI Provider Utilization Share Group","RNI Provider Utilization Share Group","6"
"HS VDI MHP Independent Assessment Year 1 Faculty","HS VDI MHP Independent Assessment Year 1 Faculty","6"
"HS VDI MHP Independent Assessment Year 1 Student","HS VDI MHP Independent Assessment Year 1 Student","2"
"HS VDI Baus Chronic Disease","HS VDI Baus Chronic Disease","2"
"HS VDI MHP Independent Assessment Year 1","HS VDI MHP Independent Assessment Year 1","7"
"HS VDI COVID-19 and AKI Faculty","HS VDI COVID-19 and AKI Faculty","3"
"HS VDI COVID-19 and AKI Student","HS VDI COVID-19 and AKI Student","0"
"HS VDI Pincavitch - Research Faculty","HS VDI Pincavitch - Research Faculty","6"
"HS VDI Pincavitch - Research Student","HS VDI Pincavitch - Research Student","4"
"HS-Enroll Web Server Certificates","HS-Enroll Web Server Certificates","3"
"WVUH ISCV Web","WVUH ISCV Web","32"
"HS VDI PCSK9 and cholesterol Faculty","HS VDI PCSK9 and cholesterol Faculty","2"
"HS VDI PCSK9 and cholesterol Student","HS VDI PCSK9 and cholesterol Student","0"
"Nephrology Faculty Read Only","Nephrology Faculty Read Only","9"
"Nephrology Faculty","Nephrology Faculty","3"
"MBRCC Hemonc Admin Folder Group","MBRCC Hemonc Admin Folder Group","5"
"MBRCC Hemonc ERAS Folder Group","MBRCC Hemonc ERAS Folder Group","3"
"iCloud Exception Group","iCloud Exception Group","1"
"HS VDI Dai OD Mortality","HS VDI Dai OD Mortality","4"
"1150-minolta-c3100p Group","1150-minolta-c3100p Group","3"
"HSC Conditional Access Policy","HSC Conditional Access Policy","1064"
"HS VDI Stocks exploratory COVID","HS VDI Stocks exploratory COVID","13"
"HS VDI AKI after cardiac surgery Faculty","HS VDI AKI after cardiac surgery Faculty","1"
"HS VDI AKI after cardiac surgery Student","HS VDI AKI after cardiac surgery Student","0"
"HS VDI Hendricks pregnant telehealth","HS VDI Hendricks pregnant telehealth","3"
"2023 LCME Visit Prep Share Group","2023 LCME Visit Prep Share Group","3"
"H-CRH1-MAILRM Group","H-CRH1-MAILRM Group","Error Getting Group Count"
"H-CRH1-MAILRM Printer Computer Group","H-CRH1-MAILRM Printer Computer Group","2"
"H-CRH1-RM133 Printer Computer Group","H-CRH1-RM133 Printer Computer Group","4"
"H-CRH1-RM133 Group","H-CRH1-RM133 Group","0"
"CRH1-BehavMain-Copy Computer Printer Group","CRH1-BehavMain-Copy Computer Printer Group","17"
"CRH1-BusiOffice Computer Print Group","CRH1-BusiOffice Computer Print Group","9"
"CRH1-INTERVIEW Computer Print Group","CRH1-INTERVIEW Computer Print Group","5"
"CRH1-NeuroPsyTest Computer Print Group","CRH1-NeuroPsyTest Computer Print Group","3"
"CRH1-Resident Computer Print Group","CRH1-Resident Computer Print Group","0"
"GME Resident Files RW Group","GME Resident Files RW Group","5"
"GME Resident Files ReadOnly Group","GME Resident Files ReadOnly Group","7"
"SFTP CDC GOV Group","SFTP CDC GOV Group","0"
"Pathology MLS File Share Group","Pathology MLS File Share Group","12"
"HS VDI 2021 Transitioning Veterans Faculty","HS VDI 2021 Transitioning Veterans Faculty","4"
"HS VDI 2021 Transitioning Veterans Student","HS VDI 2021 Transitioning Veterans Student","0"
"BEHM Intune users","BEHM Intune users","0"
"HS VDI THIRD MOLAR DEVELOPMENT Faculty","HS VDI THIRD MOLAR DEVELOPMENT Faculty","1"
"HS VDI THIRD MOLAR DEVELOPMENT Student","HS VDI THIRD MOLAR DEVELOPMENT Student","3"
"Intune for International Travel","Intune for International Travel","0"
"HS VDI RE-COVID19 Faculty","HS VDI RE-COVID19 Faculty","4"
"HS VDI RE-COVID19 Student","HS VDI RE-COVID19 Student","0"
"Bitlocker Encryption Exceptions Group","Bitlocker Encryption Exceptions Group","1"
"its-rc-hsc-research-lab-goldsmith","its-rc-hsc-research-lab-goldsmith","2"
"HS VDI NEISS-Work Trend Analysis Group","HS VDI NEISS-Work Trend Analysis Group","4"
"HS VDI U drive for Brijesh Patel Faculty","HS VDI U drive for Brijesh Patel Faculty","1"
"HS VDI U drive for Brijesh Patel Student","HS VDI U drive for Brijesh Patel Student","0"
"HS VDI Drug-Related ED Visits 2019 vs 2020 Faculty","HS VDI Drug-Related ED Visits 2019 vs 2020 Faculty","1"
"HS VDI Drug-Related ED Visits 2019 vs 2020 Student","HS VDI Drug-Related ED Visits 2019 vs 2020 Student","2"
"Securing RDP (SWEET32) Clients","Securing RDP (SWEET32) Clients","Error Getting Group Count"
"HS VDI OUD Research Studies Faculty","HS VDI OUD Research Studies Faculty","9"
"HS VDI OUD Research Studies Student","HS VDI OUD Research Studies Student","0"
"HS VDI DBS-OUD Faculty","HS VDI DBS-OUD Faculty","7"
"HS VDI DBS-OUD Student","HS VDI DBS-OUD Student","0"
"HS VDI Stroke and TIA Faculty","HS VDI Stroke and TIA Faculty","2"
"HS VDI Stroke and TIA Student","HS VDI Stroke and TIA Student","2"
"WVUH Fuji Learning Environment","WVUH Fuji Learning Environment","29"
"WVUH Fuji Learning Environment Admins","WVUH Fuji Learning Environment Admins","5"
"Software-GlobalProtect-F","Software-GlobalProtect-F","2"
"RDSH Notepad Plus Plus","RDSH Notepad Plus Plus","1"
"RDSH JAGS","RDSH JAGS","2"
"SOP Intune Users","SOP Intune Users","1"
"Humanperf Intune users","Humanperf Intune users","2"
"HS VDI Vascular Inflammation in Cancer Patients Faculty","HS VDI Vascular Inflammation in Cancer Patients Faculty","1"
"HS VDI Vascular Inflammation in Cancer Patients Student","HS VDI Vascular Inflammation in Cancer Patients Student","0"
"1060-Minolta-4700P Group","1060-Minolta-4700P Group","2"
"Peds RAPP File Share","Peds RAPP File Share","1"
"MGP TCCT File Share Group","MGP TCCT File Share Group","4"
"HS VDI Occ Med Data Faculty","HS VDI Occ Med Data Faculty","2"
"HS VDI Occ Med Data Student","HS VDI Occ Med Data Student","0"
"HS VDI SOR Group","HS VDI SOR Group","0"
"HS VDI SOR Group","HS VDI SOR Group","7"
"Software-Jabber-A","Software-Jabber-A","89"
"Software-Jabber-F","Software-Jabber-F","11"
"CRH2-Adult Group","CRH2-Adult Group","1"
"CRH1-OutPatReg Group","CRH1-OutPatReg Group","4"
