"DistinguishedName","GroupCategory","GroupScope","Members","Name","ObjectClass","ObjectGUID","SamAccountName","SID"
"CN=HS VDI Checkpoint Inhibitors Study Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Checkpoint Inhibitors Study Student","group","40b27730-f656-4e95-8ef5-2f74c663ae61","HS VDI Checkpoint Inhibitors Study Student","S-1-5-21-865322659-4255640127-3857865232-136918"
"CN=HS VDI DeptMedicine Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI DeptMedicine Student","group","cc1c1f1c-cfb7-4d7b-97d4-e6d3dba36cfc","HS VDI DeptMedicine Student","S-1-5-21-865322659-4255640127-3857865232-136920"
"CN=HS VDI Endocarditis WV Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Endocarditis WV Student","group","6432ef87-6cf5-41b5-94ae-f28308f92ba8","HS VDI Endocarditis WV Student","S-1-5-21-865322659-4255640127-3857865232-136922"
"CN=HS VDI Amiodarone and obesity Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Amiodarone and obesity Student","group","255d9656-23c8-4d0c-b411-df8257d42137","HS VDI Amiodarone and obesity Student","S-1-5-21-865322659-4255640127-3857865232-136924"
"CN=HS VDI Entresto dose and outcomes Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Entresto dose and outcomes Student","group","c023a332-e8c1-4c15-9efc-463dfea809f7","HS VDI Entresto dose and outcomes Student","S-1-5-21-865322659-4255640127-3857865232-136929"
"CN=HS VDI Entresto and Peripartum CM Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Entresto and Peripartum CM Student","group","3d191eab-4776-43e3-a35a-ae051bb1651f","HS VDI Entresto and Peripartum CM Student","S-1-5-21-865322659-4255640127-3857865232-136939"
"CN=Make Me Admin Computer Group,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Make Me Admin Computer Group","group","e21bae28-1012-40eb-9ebc-3e93acb60639","Make Me Admin Computer Group","S-1-5-21-865322659-4255640127-3857865232-132750"
"CN=Software-GraphpadPrism-A,OU=SCCM Applications,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Software-GraphpadPrism-A","group","01520a4f-82da-4145-9042-e033f743c886","Software-GraphpadPrism-A","S-1-5-21-865322659-4255640127-3857865232-137005"
"CN=HS VDI France John- Thoracolumbar _1881 Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI France John- Thoracolumbar _1881 Student","group","85a59561-253d-4670-bac3-d8bbe82df24a","HS VDI France John- Thoracolumbar _1881 Student","S-1-5-21-865322659-4255640127-3857865232-137054"
"CN=HS VDI Pharmacy Naloxone Distribution Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Pharmacy Naloxone Distribution Student","group","f37d02ff-62fe-4c73-9072-4665120262a3","HS VDI Pharmacy Naloxone Distribution Student","S-1-5-21-865322659-4255640127-3857865232-137073"
"CN=HS VDI QuantitativeAnalysisEndocarditisHospitalizations Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI QuantitativeAnalysisEndocarditisHospitalizations Student","group","c24e057d-674e-424f-a3e2-5d3593015142","HS VDI QuantitativeAnalysisEndocarditisHospitalizations Student","S-1-5-21-865322659-4255640127-3857865232-137076"
"CN=HS VDI Oral and Cardiac Health Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Oral and Cardiac Health Student","group","0c9267a5-84de-4e1c-b8f7-0f01134722c4","HS VDI Oral and Cardiac Health Student","S-1-5-21-865322659-4255640127-3857865232-137155"
"CN=SOD 3D Workstation Login Accounts,OU=SOD Clinic Accounts,OU=SOD,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","SOD 3D Workstation Login Accounts","group","68db1ed7-b3f2-4f8a-af52-36a15d0a672f","SOD 3D Workstation Login Accounts","S-1-5-21-865322659-4255640127-3857865232-130115"
"CN=Software-Office2019_X64-F,OU=SCCM Applications,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Software-Office2019_X64-F","group","b505b8c1-aa86-4b4d-b996-331ad838c9c1","Software-Office2019_X64-F","S-1-5-21-865322659-4255640127-3857865232-134267"
"CN=OLAR Lab 201A,OU=OLAR Labs,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","OLAR Lab 201A","group","3dbf6d78-a451-42bd-bcad-894e57316972","OLAR Lab 201A","S-1-5-21-865322659-4255640127-3857865232-138427"
"CN=HS VDI Daffner Scott - Plavix _0558 Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Daffner Scott - Plavix _0558 Student","group","4331dbf6-df9c-4101-ac65-8181441c4ada","HS VDI Daffner Scott - Plavix _0558 Student","S-1-5-21-865322659-4255640127-3857865232-138438"
"CN=HS VDI Cutaneous Adnexal Tumors and Demographics Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Cutaneous Adnexal Tumors and Demographics Student","group","7dde25ed-ab77-471c-b8b7-e0a0832f408d","HS VDI Cutaneous Adnexal Tumors and Demographics Student","S-1-5-21-865322659-4255640127-3857865232-138440"
"CN=Software-Lansweeper-A,OU=SCCM Applications,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Software-Lansweeper-A","group","0fbc5dbe-a63c-432b-9212-2696cf0fa051","Software-Lansweeper-A","S-1-5-21-865322659-4255640127-3857865232-134270"
"CN=HS VDI Endo ECHO Evaluation - New River Health Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Endo ECHO Evaluation - New River Health Student","group","7cb95883-f3dd-4716-9056-53f16218ae42","HS VDI Endo ECHO Evaluation - New River Health Student","S-1-5-21-865322659-4255640127-3857865232-138512"
"CN=HS VDI Stout Research Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Stout Research Student","group","34b850f5-9fa4-47b7-b821-61870882927a","HS VDI Stout Research Student","S-1-5-21-865322659-4255640127-3857865232-139385"
"CN=Software-Powershell7-F,OU=SCCM Applications,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Software-Powershell7-F","group","badc92c1-a2ba-4dcf-954d-0f51cf87980e","Software-Powershell7-F","S-1-5-21-865322659-4255640127-3857865232-139955"
"CN=HS VDI Pediatric Oncology Geolocation Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Pediatric Oncology Geolocation Student","group","35f22d19-8c9b-4874-a6f8-167a72455285","HS VDI Pediatric Oncology Geolocation Student","S-1-5-21-865322659-4255640127-3857865232-140023"
"CN=Software-CRDataIgloo-A,OU=SCCM Applications,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Software-CRDataIgloo-A","group","49ba74ab-758e-4b87-99a2-0b183d7895b6","Software-CRDataIgloo-A","S-1-5-21-865322659-4255640127-3857865232-134319"
"CN=HS VDI Convalescent plasma donor COVID19 Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Convalescent plasma donor COVID19 Student","group","09b926e0-e24a-4514-bd4e-cc5b5a306a6a","HS VDI Convalescent plasma donor COVID19 Student","S-1-5-21-865322659-4255640127-3857865232-140243"
"CN=HS VDI SARS-CoV-2 Neurological Manifestation Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI SARS-CoV-2 Neurological Manifestation Student","group","e9c610f5-053c-4cc8-8f07-cb12b7e02dac","HS VDI SARS-CoV-2 Neurological Manifestation Student","S-1-5-21-865322659-4255640127-3857865232-140272"
"CN=HS VDI PML multiple sclerosis systemic review Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI PML multiple sclerosis systemic review Student","group","0526ff19-eecf-458d-b6c8-383479bcfaa9","HS VDI PML multiple sclerosis systemic review Student","S-1-5-21-865322659-4255640127-3857865232-140284"
"CN=HS VDI WV COVID-19 ACE ARB Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI WV COVID-19 ACE ARB Student","group","38e974bc-402d-4b7d-ba0f-c09531757464","HS VDI WV COVID-19 ACE ARB Student","S-1-5-21-865322659-4255640127-3857865232-140307"
"CN=Software-PatchCleaner-A,OU=SCCM Applications,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Software-PatchCleaner-A","group","a914e3eb-5356-4129-a4c1-ea2478acf83d","Software-PatchCleaner-A","S-1-5-21-865322659-4255640127-3857865232-135338"
"CN=Software-PatchCleaner-F,OU=SCCM Applications,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Software-PatchCleaner-F","group","4e5adc3e-637a-4dae-9cb7-0a597c0e2664","Software-PatchCleaner-F","S-1-5-21-865322659-4255640127-3857865232-135339"
"CN=HS VDI COVID 19 WVUM AI Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI COVID 19 WVUM AI Student","group","1077ea90-dbc6-41f8-9ca4-2199592ddf2d","HS VDI COVID 19 WVUM AI Student","S-1-5-21-865322659-4255640127-3857865232-140337"
"CN=HS VDI Urgent Care Data Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Urgent Care Data Student","group","ee85418a-74d8-4759-bef4-8dfccfb8627c","HS VDI Urgent Care Data Student","S-1-5-21-865322659-4255640127-3857865232-140349"
"CN=HS VDI Drug Free Moms and Babies Project Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Drug Free Moms and Babies Project Student","group","9763c5ed-9953-41e6-b6fd-ec9a88c2b01e","HS VDI Drug Free Moms and Babies Project Student","S-1-5-21-865322659-4255640127-3857865232-140351"
"CN=HS VDI COVID-19 registry Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI COVID-19 registry Student","group","6ded773d-ebdd-41bf-a95c-4fe5957967b2","HS VDI COVID-19 registry Student","S-1-5-21-865322659-4255640127-3857865232-140363"
"CN=HS VDI Randomized Data for Biofire Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Randomized Data for Biofire Student","group","39bced41-9838-4e59-af4b-288a83500002","HS VDI Randomized Data for Biofire Student","S-1-5-21-865322659-4255640127-3857865232-140490"
"CN=BEHM VPN Group,OU=PaloAltos,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","BEHM VPN Group","group","46fbf206-8fca-4a7c-9044-afe45ad1952c","BEHM VPN Group","S-1-5-21-865322659-4255640127-3857865232-140514"
"CN=HS$$$,CN=Users,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS$$$","group","217acff4-3442-4445-a8ce-46a26f971e35","HS$$$","S-1-5-21-865322659-4255640127-3857865232-132877"
"CN=HS VDI Covid Airway Mangement Faculty,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Covid Airway Mangement Faculty","group","11b347f5-6127-4117-bae2-af483e6c6ad6","HS VDI Covid Airway Mangement Faculty","S-1-5-21-865322659-4255640127-3857865232-141317"
"CN=HS VDI WVCTSI Budgets Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI WVCTSI Budgets Student","group","4ac74184-1d39-4d39-86f9-af08777c19e8","HS VDI WVCTSI Budgets Student","S-1-5-21-865322659-4255640127-3857865232-141349"
"CN=HS VDI TriNetX Validation BIOLOGICS Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI TriNetX Validation BIOLOGICS Student","group","c4efabf1-a818-4c2f-975c-a55c07943795","HS VDI TriNetX Validation BIOLOGICS Student","S-1-5-21-865322659-4255640127-3857865232-141378"
"CN=HS VDI Fibrosis Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Fibrosis Student","group","7817c177-8cd1-4f91-82d4-2eedf0bfb5e4","HS VDI Fibrosis Student","S-1-5-21-865322659-4255640127-3857865232-141429"
"CN=HS VDI Chronic Subdural Hematoma Study Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Chronic Subdural Hematoma Study Student","group","7fa20018-8a70-4e17-be8f-ab7feb1434bd","HS VDI Chronic Subdural Hematoma Study Student","S-1-5-21-865322659-4255640127-3857865232-141487"
"CN=HS VDI WVU COVID-19 Testing Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI WVU COVID-19 Testing Student","group","76dc13d1-909c-4ffc-aa67-c21a8397caa5","HS VDI WVU COVID-19 Testing Student","S-1-5-21-865322659-4255640127-3857865232-141537"
"CN=HS VDI UCSF Work and RA study Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI UCSF Work and RA study Student","group","74297416-fe66-44b2-ac4d-884bac398bb4","HS VDI UCSF Work and RA study Student","S-1-5-21-865322659-4255640127-3857865232-141559"
"CN=HS VDI Severity pulmonary infection COVID ML Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Severity pulmonary infection COVID ML Student","group","47dbeee6-273e-4ee9-b309-88f32f8897b0","HS VDI Severity pulmonary infection COVID ML Student","S-1-5-21-865322659-4255640127-3857865232-141572"
"CN=HS VDI Athlete COVID-19 Testing Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Athlete COVID-19 Testing Student","group","60f497c0-306a-4c12-9d3a-6ec7125a1e90","HS VDI Athlete COVID-19 Testing Student","S-1-5-21-865322659-4255640127-3857865232-141585"
"CN=HS VDI Rudisill MAT Group,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Rudisill MAT Group","group","fac67c02-03aa-4835-8ca9-b610c117f121","HS VDI Rudisill MAT Group","S-1-5-21-865322659-4255640127-3857865232-141594"
"CN=ITS Intune Test Group,OU=ITS,OU=ADMIN,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","ITS Intune Test Group","group","b0a1064f-32b5-468e-9c72-0e9c3f9b363c","ITS Intune Test Group","S-1-5-21-865322659-4255640127-3857865232-135386"
"CN=HS VDI COVID-19 External Validation Dataset Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI COVID-19 External Validation Dataset Student","group","dd8ff7eb-35e7-4e9a-b5c5-e44ec069646d","HS VDI COVID-19 External Validation Dataset Student","S-1-5-21-865322659-4255640127-3857865232-143254"
"CN=g280b-hp2430 Group,OU=Printer Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","DomainLocal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","g280b-hp2430 Group","group","e3f43dc4-cc50-4ccf-83af-6ba52bce3829","g280b-hp2430 Group","S-1-5-21-865322659-4255640127-3857865232-134881"
"CN=HS VDI Predicting Cardiotoxicity Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Predicting Cardiotoxicity Student","group","7f84f656-de4c-44a0-8784-35133b5a2311","HS VDI Predicting Cardiotoxicity Student","S-1-5-21-865322659-4255640127-3857865232-143332"
"CN=Software-UniferIcons-A,OU=SCCM Applications,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Software-UniferIcons-A","group","dc5d84d5-cdbb-49fe-94ca-ac11238dd019","Software-UniferIcons-A","S-1-5-21-865322659-4255640127-3857865232-134911"
"CN=HS VDI immune biomarkers for differential Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI immune biomarkers for differential Student","group","8e7beb25-24da-43b2-bfa2-4aff6becd70a","HS VDI immune biomarkers for differential Student","S-1-5-21-865322659-4255640127-3857865232-145159"
"CN=HS VDI COVID-19 Appalachian Cohort Fellows Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI COVID-19 Appalachian Cohort Fellows Student","group","9ec8255e-5800-4d9f-80bd-5436441f98dc","HS VDI COVID-19 Appalachian Cohort Fellows Student","S-1-5-21-865322659-4255640127-3857865232-145227"
"CN=$Urology,OU=Urology,OU=SOM,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","$Urology","group","f68f9410-1399-4af2-a105-35c58c22abca","$Urology","S-1-5-21-865322659-4255640127-3857865232-145240"
"CN=HS VDI ligasure device for vaginal hysterectomies Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI ligasure device for vaginal hysterectomies Student","group","65a92310-620f-44c2-a2e6-d57fce543b53","HS VDI ligasure device for vaginal hysterectomies Student","S-1-5-21-865322659-4255640127-3857865232-145261"
"CN=HS VDI Tumor Related Epilepsy Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Tumor Related Epilepsy Student","group","f4ddc87d-3d62-4e11-ad76-5401ee875375","HS VDI Tumor Related Epilepsy Student","S-1-5-21-865322659-4255640127-3857865232-145263"
"CN=HS VDI WVU-COVID-19 Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI WVU-COVID-19 Student","group","d461300b-84cc-425a-a615-e24a823c0726","HS VDI WVU-COVID-19 Student","S-1-5-21-865322659-4255640127-3857865232-145338"
"CN=HS VDI Single center experience of COVID-19 outcomes Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Single center experience of COVID-19 outcomes Student","group","e8558a24-f20b-4c73-a95a-722c9845c01e","HS VDI Single center experience of COVID-19 outcomes Student","S-1-5-21-865322659-4255640127-3857865232-145357"
"CN=HS VDI Cancer Patients with SARS CoV-2 Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Cancer Patients with SARS CoV-2 Student","group","6f3c036b-017e-42d5-a755-e303689766ae","HS VDI Cancer Patients with SARS CoV-2 Student","S-1-5-21-865322659-4255640127-3857865232-145369"
"CN=SSH External Approved Group,OU=PaloAltos,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","SSH External Approved Group","group","89538ad8-5fb5-434c-96c2-946aae30b6bd","SSH External Approved Group","S-1-5-21-865322659-4255640127-3857865232-134488"
"CN=CDC SFTP Users Group,OU=PaloAltos,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","CDC SFTP Users Group","group","48244542-fcf7-4f62-a5db-54ed853a86f2","CDC SFTP Users Group","S-1-5-21-865322659-4255640127-3857865232-134489"
"CN=HS VDI Patient id for heart failure and dementia Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI Patient id for heart failure and dementia Student","group","6ad93a49-e957-4dc4-a99d-cc5bef53e7d6","HS VDI Patient id for heart failure and dementia Student","S-1-5-21-865322659-4255640127-3857865232-145928"
"CN=HS VDI COVID and Cardio-oncology Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI COVID and Cardio-oncology Student","group","b7656398-8028-4d80-a2d5-dcb2a7702556","HS VDI COVID and Cardio-oncology Student","S-1-5-21-865322659-4255640127-3857865232-145955"
"CN=HS VDI cataract eye pressure Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI cataract eye pressure Student","group","f85d14d7-c50d-47c8-a12b-c417c19f9da8","HS VDI cataract eye pressure Student","S-1-5-21-865322659-4255640127-3857865232-146018"
"CN=HS VDI COVID-19 and AKI Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Universal","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI COVID-19 and AKI Student","group","8d86885d-d188-4302-b15a-2261c8e17425","HS VDI COVID-19 and AKI Student","S-1-5-21-865322659-4255640127-3857865232-146040"
"CN=HS VDI PCSK9 and cholesterol Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI PCSK9 and cholesterol Student","group","de24dc8e-8b68-4905-b5a2-ac0e533a9cb2","HS VDI PCSK9 and cholesterol Student","S-1-5-21-865322659-4255640127-3857865232-146078"
"CN=HS VDI AKI after cardiac surgery Student,OU=VDI and RDSH,OU=HSC AD Groups,OU=HSC,DC=HS,DC=wvu-ad,DC=wvu,DC=edu","Security","Global","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","HS VDI AKI after cardiac surgery Student","group","eb532f73-37a0-491c-a300-f604d6fa0e4e","HS VDI AKI after cardiac surgery Student","S-1-5-21-865322659-4255640127-3857865232-146610"
